SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,,,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,,days_end-cre,days_fact-cre,days_fact-end,days_update-cre,days_update-end,days_update-fact,ant_cre-debt,ant_cre-debt-by-limit,ant_debt-p-limit,ant_cre-by-debt-p-limit,AMT_CREDIT_SUM-by-days_end-cre,AMT_CREDIT_SUM-by-days_fact-cre,AMT_CREDIT_SUM-by-days_fact-end,AMT_CREDIT_SUM-by-days_update-cre,AMT_CREDIT_SUM-by-days_update-end
176426,6783331,Closed,currency 1,-1176,0,-931,-931,0,,71986.5,0,,,,0,Consumer credit,-925,5130,,245,245,0,251,6,6,71986.5,,,,293.822449,293.822449,inf,286.7988048,11997.75
176426,6783330,Closed,currency 1,-2889,0,-1795,-2302,0,,315000,0,,,,0,Loan for business development,-2302,5130,,1094,587,-507,587,-507,0,315000,,,,287.9341865,536.6269165,-621.3017751,536.6269165,-621.3017751
184307,6240087,Active,currency 1,-505,0,31005,,0,,450000,432621,TRUE,,0,0,Credit card,-13,,,31510,,,492,-31018,,17379,inf,432621,1.04017142,14.28118058,,,914.6341463,-14.5077052
184307,6240095,Closed,currency 1,-506,0,-203,-203,0,0,202095,0,,,0,0,Consumer credit,-201,,,303,303,0,305,2,2,202095,inf,0,inf,666.980198,666.980198,inf,662.6065574,101047.5
184307,6240088,Active,currency 1,-518,0,756,,0,,774261,597105,TRUE,,0,0,Consumer credit,-5,,,1274,,,513,-761,,177156,inf,597105,1.296691537,607.7401884,,,1509.280702,-1017.425756
184307,6240094,Active,currency 1,-543,0,2014,,0,3259.44,585000,528939,TRUE,,0,0,Consumer credit,-25,,,2557,,,518,-2039,,56061,inf,528939,1.105987647,228.7837309,,,1129.343629,-286.9053458
184307,6240093,Closed,currency 1,-586,0,-397,-397,0,0,214087.5,0,,,0,0,Consumer credit,-394,,,189,189,0,192,3,3,214087.5,inf,0,inf,1132.738095,1132.738095,inf,1115.039063,71362.5
184307,6240092,Active,currency 1,-623,0,107,,0,0,311850,56313,TRUE,,0,0,Consumer credit,-12,,,730,,,611,-119,,255537,inf,56313,5.537797667,427.1917808,,,510.3927987,-2620.588235
184307,6240086,Active,currency 1,-631,0,97,,0,,503212.5,89946,TRUE,,0,0,Consumer credit,-5,,,728,,,626,-102,,413266.5,inf,89946,5.594606764,691.2259615,,,803.8538339,-4933.455882
184307,6240091,Active,currency 1,-631,0,6730,,0,4059,12720600,12583251,TRUE,,,0,Mortgage,-11,,,7361,,,620,-6741,,137349,,,,1728.107594,,,20517.09677,-1887.049399
184307,6240090,Closed,currency 1,-1226,0,-1006,-1006,0,0,161905.5,,,,,0,Consumer credit,-1000,,,220,220,0,226,6,6,,,,,735.9340909,735.9340909,inf,716.3960177,26984.25
184307,6240085,Closed,currency 1,-1348,0,-709,-799,0,,1350000,0,,,0,0,Consumer credit,-794,,,639,549,-90,554,-85,5,1350000,inf,0,inf,2112.676056,2459.016393,-15000,2436.823105,-15882.35294
184307,6240089,Closed,currency 1,-1457,0,-1334,-1334,0,0,277074,,,,,0,Consumer credit,-1329,,,123,123,0,128,5,5,,,,,2252.634146,2252.634146,inf,2164.640625,55414.8
186051,6192809,Closed,currency 1,-1085,0,-355,-353,0,7197.885,186750,0,,,0,0,Consumer credit,-351,0,,730,732,2,734,4,2,186750,inf,0,inf,255.8219178,255.1229508,93375,254.4277929,46687.5
186051,5891744,Closed,currency 1,-1476,0,-1298,-1113,0,,26865,,,,,0,Consumer credit,-1110,,,178,363,185,366,188,3,,,,,150.9269663,74.00826446,145.2162162,73.40163934,142.8989362
186051,6192810,Active,currency 1,-1532,0,,,0,1440,126000,22140,TRUE,,103857.21,0,Credit card,-15,12600,,,,,1517,,,103860,1.000026864,125997.21,1.000022143,,,,83.05866842,
186051,6192811,Closed,currency 1,-1651,0,-1085,-1085,0,0,40266.99,0,,,0,0,Consumer credit,-1085,,,566,566,0,566,0,0,40266.99,inf,0,inf,71.14309187,71.14309187,inf,71.14309187,inf
186051,6192808,Closed,currency 1,-1652,0,-1085,-1066,0,,40266,0,,,0,0,Consumer credit,-879,0,,567,586,19,773,206,187,40266,inf,0,inf,71.01587302,68.71331058,2119.263158,52.09055627,195.4660194
186051,6192812,Closed,currency 1,-2353,0,-2050,-2050,0,0,109350,0,,,0,0,Consumer credit,-2050,,,303,303,0,303,0,0,109350,inf,0,inf,360.8910891,360.8910891,inf,360.8910891,inf
187971,5403258,Active,currency 1,-46,0,1780,,0,,598500,593712,TRUE,,0,0,Consumer credit,-14,1728,,1826,,,32,-1794,,4788,inf,593712,1.008064516,327.7656079,,,18703.125,-333.6120401
187971,5403260,Active,currency 1,-379,0,31066,,0,,225000,176400,TRUE,,,0,Credit card,-1,1728,,31445,,,378,-31067,,48600,,,,7.155350612,,,595.2380952,-7.242411562
187971,5403257,Active,currency 1,-574,0,521,,0,,270000,117373.5,TRUE,,0,0,Consumer credit,-1,1728,,1095,,,573,-522,,152626.5,inf,117373.5,2.300348886,246.5753425,,,471.2041885,-517.2413793
187971,5403259,Closed,currency 1,-1646,0,178,-946,0,,675000,0,,,,0,Consumer credit,-899,1728,,1824,700,-1124,747,-1077,47,675000,,,,370.0657895,964.2857143,-600.5338078,903.6144578,-626.7409471
189906,5218244,Closed,currency 1,-881,0,214,-53,0,,900000,0,,,0,0,Consumer credit,-25,,,1095,828,-267,856,-239,28,900000,inf,0,inf,821.9178082,1086.956522,-3370.786517,1051.401869,-3765.690377
189906,5218245,Active,currency 1,-1258,0,-179,,0,,135000,0,TRUE,,0,0,Credit card,-25,,,1079,,,1233,154,,135000,inf,0,inf,125.115848,,,109.4890511,876.6233766
193469,6687857,Active,currency 1,-11,0,293,,0,0,42201,42201,TRUE,,0,0,Consumer credit,-10,,,304,,,1,-303,,0,,42201,1,138.8190789,,,42201,-139.2772277
193469,6687855,Active,currency 1,-408,0,,,0,,949500,674860.5,TRUE,,,0,Consumer credit,-21,0,,,,,387,,,274639.5,,,,,,,2453.488372,
193469,6687854,Closed,currency 1,-502,0,,-377,0,,202500,0,,,,0,Consumer credit,-377,4220.1,,,125,,125,,0,202500,,,,,1620,,1620,
193469,6687853,Closed,currency 1,-1316,0,,-568,0,,697500,0,,,,0,Consumer credit,-568,24345,,,748,,748,,0,697500,,,,,932.486631,,932.486631,
193469,6687852,Closed,currency 1,-1593,0,-1228,-1416,0,,225000,0,,,0,0,Consumer credit,-1067,,,365,177,-188,526,161,349,225000,inf,0,inf,616.4383562,1271.186441,-1196.808511,427.756654,1397.515528
193469,6687856,Closed,currency 1,-1593,0,-1228,-1325,0,0,225000,0,,,0,0,Consumer credit,-1157,,,365,268,-97,436,71,168,225000,inf,0,inf,616.4383562,839.5522388,-2319.587629,516.0550459,3169.014085
193469,6687851,Closed,currency 1,-1593,0,-1228,-1325,0,,225000,0,,,0,0,Consumer credit,-888,24345,,365,268,-97,705,340,437,225000,inf,0,inf,616.4383562,839.5522388,-2319.587629,319.1489362,661.7647059
207845,6409504,Active,currency 1,-305,0,55,,0,,450000,115596,TRUE,,0,0,Consumer credit,-27,0,,360,,,278,-82,,334404,inf,115596,3.892868265,1250,,,1618.705036,-5487.804878
207845,6409507,Active,currency 1,-739,0,10220,,0,4.5,517500,,TRUE,,,0,Credit card,-26,0,,10959,,,713,-10246,,,,,,47.22146181,,,725.8064516,-50.50751513
207845,6409508,Closed,currency 1,-773,0,1053,-769,0,0,2025000,,,,,0,Consumer credit,-769,39150,,1826,4,-1822,4,-1822,0,,,,,1108.98138,506250,-1111.416026,506250,-1111.416026
207845,6409509,Closed,currency 1,-1026,0,800,-304,0,0,675000,,,,,0,Consumer credit,-304,0,,1826,722,-1104,722,-1104,0,,,,,369.66046,934.9030471,-611.4130435,934.9030471,-611.4130435
207845,6409506,Closed,currency 1,-2603,0,-47,-959,0,,2505181.5,,,,,0,Car loan,-959,0,,2556,1644,-912,1644,-912,0,,,,,980.1179577,1523.833029,-2746.909539,1523.833029,-2746.909539
207845,6409510,Closed,currency 1,-2603,0,-47,-959,0,55795.5,2956500,,,,,0,Car loan,-959,39150,,2556,1644,-912,1644,-912,0,,,,,1156.690141,1798.357664,-3241.776316,1798.357664,-3241.776316
207845,5976513,Closed,currency 1,-2665,0,-2282,-2282,0,,57555,0,,,0,0,Consumer credit,-2271,25488,,383,383,0,394,11,11,57555,inf,0,inf,150.2741514,150.2741514,inf,146.0786802,5232.272727
207845,6409505,Closed,currency 1,-2681,0,-2373,-2359,0,,19359,,,,,0,Consumer credit,-2359,39150,,308,322,14,322,14,0,,,,,62.8538961,60.12111801,1382.785714,60.12111801,1382.785714
210207,5952218,Active,currency 1,-698,0,-391,,0,,0,0,TRUE,,0,0,Credit card,-628,,,307,,,70,-237,,0,,0,,0,,,0,0
210874,5162491,Active,currency 1,-32,0,150,,0,0,40882.5,40882.5,TRUE,,0,0,Consumer credit,-31,5840.37,,182,,,1,-181,,0,,40882.5,1,224.6291209,,,40882.5,-225.8701657
210874,5162485,Closed,currency 1,-163,0,-116,-116,0,,105097.5,0,,,0,0,Consumer credit,-92,5840.37,,47,47,0,71,24,24,105097.5,inf,0,inf,2236.117021,2236.117021,inf,1480.246479,4379.0625
210874,5162487,Closed,currency 1,-405,0,-39,-130,0,,226971,0,,,0,0,Consumer credit,-126,5840.37,,366,275,-91,279,-87,4,226971,inf,0,inf,620.1393443,825.3490909,-2494.186813,813.516129,-2608.862069
210874,5162486,Active,currency 1,-413,0,-92,,0,,67500,0,TRUE,,0,0,Credit card,-210,5840.37,,321,,,203,-118,,67500,inf,0,inf,210.2803738,,,332.5123153,-572.0338983
210874,5162489,Closed,currency 1,-609,0,-242,-448,0,,184500,0,,,0,0,Consumer credit,-446,5840.37,,367,161,-206,163,-204,2,184500,inf,0,inf,502.7247956,1145.962733,-895.631068,1131.90184,-904.4117647
210874,5162488,Closed,currency 1,-736,0,-426,-535,0,,0,0,,,0,0,Credit card,-529,5840.37,,310,201,-109,207,-103,6,0,,0,,0,0,0,0,0
210874,5162490,Closed,currency 1,-1162,0,-886,-919,0,,90094.5,0,,,0,0,Consumer credit,-919,5840.37,,276,243,-33,243,-33,0,90094.5,inf,0,inf,326.4293478,370.7592593,-2730.136364,370.7592593,-2730.136364
213708,5978200,Active,currency 1,-145,0,7130,,0,0,7650000,,TRUE,,,0,Mortgage,-45,,,7275,,,100,-7175,,,,,,1051.546392,,,76500,-1066.202091
213708,5978193,Active,currency 1,-313,0,783,,0,0,4500,0,TRUE,,,0,Credit card,-229,,,1096,,,84,-1012,,4500,,,,4.105839416,,,53.57142857,-4.446640316
213708,5978192,Active,currency 1,-313,0,1148,,0,0,308676.96,0,TRUE,,0,0,Consumer credit,-229,,,1461,,,84,-1377,,308676.96,inf,0,inf,211.2778645,,,3674.725714,-224.1662745
213708,5978199,Active,currency 1,-347,0,19,,0,2714.04,105750,18711,TRUE,,0,0,Consumer credit,-38,,,366,,,309,-57,,87039,inf,18711,5.651755652,288.9344262,,,342.2330097,-1855.263158
213708,5978196,Active,currency 1,-421,0,1405,,0,,2475045,2154726,TRUE,,0,0,Car loan,-78,,,1826,,,343,-1483,,320319,inf,2154726,1.148658809,1355.446331,,,7215.874636,-1668.944707
213708,5978198,Closed,currency 1,-575,0,-347,-347,0,0,94488.165,0,,,0,0,Consumer credit,-346,,,228,228,0,229,1,1,94488.165,inf,0,inf,414.4217763,414.4217763,inf,412.6120742,94488.165
213708,5978190,Closed,currency 1,-668,0,-456,-484,0,0,49455,0,,,0,0,Consumer credit,-484,,,212,184,-28,184,-28,0,49455,inf,0,inf,233.2783019,268.7771739,-1766.25,268.7771739,-1766.25
213708,5978191,Active,currency 1,-668,0,1158,,0,0,0,0,TRUE,,0,0,Credit card,-667,,,1826,,,1,-1825,,0,,0,,0,,,0,0
213708,5978194,Closed,currency 1,-714,0,16,-168,0,,163818,0,,,0,0,Consumer credit,-164,,,730,546,-184,550,-180,4,163818,inf,0,inf,224.4082192,300.032967,-890.3152174,297.8509091,-910.1
213708,5978195,Closed,currency 1,-999,0,-268,-318,0,,673713,0,,,0,0,Car loan,-286,,,731,681,-50,713,-18,32,673713,inf,0,inf,921.6320109,989.2995595,-13474.26,944.8990182,-37428.5
213708,5978197,Closed,currency 1,-1114,0,-932,-863,0,,151753.5,,,,,0,Consumer credit,-860,,,182,251,69,254,72,3,,,,,833.8104396,604.5956175,2199.326087,597.4547244,2107.6875
216638,6162373,Active,currency 1,-639,0,1144,,0,,270000,0,TRUE,,,0,Credit card,-12,3274.695,,1783,,,627,-1156,,270000,,,,151.4301739,,,430.6220096,-233.5640138
216638,6162374,Closed,currency 1,-778,0,-413,-444,0,0,24057,0,,,0,0,Consumer credit,-444,3274.695,,365,334,-31,334,-31,0,24057,inf,0,inf,65.90958904,72.02694611,-776.0322581,72.02694611,-776.0322581
216638,6162368,Active,currency 1,-1083,0,743,,0,,306000,159043.5,TRUE,,0,0,Consumer credit,-17,,,1826,,,1066,-760,,146956.5,inf,159043.5,1.924001924,167.5794085,,,287.054409,-402.6315789
216638,6162366,Closed,currency 1,-1179,0,-417,-476,0,,92907,0,,,0,0,Consumer credit,-476,0,,762,703,-59,703,-59,0,92907,inf,0,inf,121.9251969,132.1578947,-1574.694915,132.1578947,-1574.694915
216638,6162370,Active,currency 1,-1225,0,602,,0,,913500,388255.5,TRUE,,0,0,Consumer credit,-6,,,1827,,,1219,-608,,525244.5,inf,388255.5,2.352832091,500,,,749.3847416,-1502.467105
216638,6162372,Closed,currency 1,-1246,0,-1216,-1141,0,,94126.5,,,,,0,Consumer credit,-1138,,,30,105,75,108,78,3,,,,,3137.55,896.4428571,1255.02,871.5416667,1206.75
216638,6162371,Closed,currency 1,-1288,0,-1224,-1224,0,,78750,,,,,0,Consumer credit,-1224,3274.695,,64,64,0,64,0,0,,,,,1230.46875,1230.46875,inf,1230.46875,inf
216638,6162369,Active,currency 1,-1628,0,550,,0,,180000,177282,TRUE,,0,0,Credit card,-15,,,2178,,,1613,-565,,2718,inf,177282,1.015331506,82.6446281,,,111.5933044,-318.5840708
216638,6162375,Closed,currency 1,-2430,0,-1335,-1335,0,0,208282.05,0,,,0,0,Consumer credit,-1335,,,1095,1095,0,1095,0,0,208282.05,inf,0,inf,190.2119178,190.2119178,inf,190.2119178,inf
216638,6162365,Closed,currency 1,-2796,0,-971,-1221,0,,135000,0,,,0,0,Consumer credit,-44,,,1825,1575,-250,2752,927,1177,135000,inf,0,inf,73.97260274,85.71428571,-540,49.05523256,145.631068
218426,6424297,Active,currency 1,-66,0,115,,0,0,48607.38,41283,TRUE,,0,0,Consumer credit,-26,8101.215,,181,,,40,-141,,7324.38,inf,41283,1.177418792,268.5490608,,,1215.1845,-344.7331915
218426,6424295,Active,currency 1,-305,0,791,,0,,216000,171301.5,TRUE,,0,0,Consumer credit,-21,7596,,1096,,,284,-812,,44698.5,inf,171301.5,1.260934668,197.080292,,,760.5633803,-266.0098522
218426,6424298,Closed,currency 1,-493,0,-372,-372,0,0,60750,0,,,0,0,Consumer credit,-366,,,121,121,0,127,6,6,60750,inf,0,inf,502.0661157,502.0661157,inf,478.3464567,10125
218426,6424299,Closed,currency 1,-1171,0,-867,-862,0,12215.475,109107,0,,,0,0,Consumer credit,-856,,,304,309,5,315,11,6,109107,inf,0,inf,358.9046053,353.0970874,21821.4,346.3714286,9918.818182
218426,6424296,Closed,currency 1,-1564,0,-1383,-1378,0,,14737.5,0,,,,0,Consumer credit,-1378,0,,181,186,5,186,5,0,14737.5,,,,81.42265193,79.23387097,2947.5,79.23387097,2947.5
218426,6424300,Active,currency 1,-1768,0,-1401,,0,26359.425,146304.45,0,TRUE,,0,0,Consumer credit,-62,11254.185,,367,,,1706,1339,,146304.45,inf,0,inf,398.6497275,,,85.75876319,109.2639656
227118,5727506,Active,currency 1,-650,0,446,,0,,360000,183424.5,TRUE,,0,0,Consumer credit,-8,,,1096,,,642,-454,,176575.5,inf,183424.5,1.962660386,328.4671533,,,560.7476636,-792.9515419
242686,5919664,Active,currency 1,-264,0,7041,,0,,3037500,3013749,TRUE,,0,0,Mortgage,-14,0,,7305,,,250,-7055,,23751,inf,3013749,1.007880882,415.8110883,,,12150,-430.5457123
242686,5995270,Active,currency 1,-362,0,,,0,0,60750,0,TRUE,,60750,0,Credit card,-28,0,,,,,334,,,60750,1,60750,1,,,,181.8862275,
242686,5919663,Closed,currency 1,-727,0,-362,-361,0,,67500,0,,,0,0,Consumer credit,-245,,,365,366,1,482,117,116,67500,inf,0,inf,184.9315068,184.4262295,67500,140.0414938,576.9230769
242686,5919660,Closed,currency 1,-1068,0,761,-532,0,,202500,0,,,,0,Credit card,-302,0,,1829,536,-1293,766,-1063,230,202500,,,,110.7162384,377.7985075,-156.612529,264.3603133,-190.4985889
242686,5995269,Closed,currency 1,-1453,0,-1056,-1076,0,,45000,0,,,,0,Consumer credit,-803,,,397,377,-20,650,253,273,45000,,,,113.3501259,119.3633952,-2250,69.23076923,177.8656126
242686,5919661,Closed,currency 1,-1673,0,-1461,-1487,0,,15417.72,0,,,,0,Consumer credit,-803,0,,212,186,-26,870,658,684,15417.72,,,,72.72509434,82.89096774,-592.9892308,17.72151724,23.43118541
242686,5919665,Closed,currency 1,-1825,0,-1733,-1762,0,0,18900,0,,,0,0,Consumer credit,-1238,6075,,92,63,-29,587,495,524,18900,inf,0,inf,205.4347826,300,-651.7241379,32.19761499,38.18181818
242686,5919662,Closed,currency 1,-1952,0,-1860,-1858,0,,19201.5,0,,,0,0,Consumer credit,-1677,33448.5,,92,94,2,275,183,181,19201.5,inf,0,inf,208.7119565,204.2712766,9600.75,69.82363636,104.9262295
247345,5465931,Closed,currency 1,-1853,0,-30,-1662,0,,157500,0,,,0,0,Consumer credit,-457,5151.735,,1823,191,-1632,1396,-427,1205,157500,inf,0,inf,86.39605047,824.6073298,-96.50735294,112.8223496,-368.852459
247345,5465932,Closed,currency 1,-1853,0,-30,-1662,0,,157500,0,,,0,0,Consumer credit,-770,0,,1823,191,-1632,1083,-740,892,157500,inf,0,inf,86.39605047,824.6073298,-96.50735294,145.4293629,-212.8378378
250348,5051539,Active,currency 1,-14,0,353,,0,0,478097.01,478097.01,TRUE,,0,0,Consumer credit,-14,,,367,,,0,-367,,0,,478097.01,1,1302.716649,,,inf,-1302.716649
250348,5051538,Closed,currency 1,-611,0,-14,-14,0,10033.74,357112.845,0,,,0,0,Consumer credit,-14,,,597,597,0,597,0,0,357112.845,inf,0,inf,598.1789698,598.1789698,inf,598.1789698,inf
250348,5051537,Closed,currency 1,-855,0,-611,-611,0,270.315,218705.67,0,,,0,0,Consumer credit,-611,,,244,244,0,244,0,0,218705.67,inf,0,inf,896.3347131,896.3347131,inf,896.3347131,inf
250348,5051536,Closed,currency 1,-2554,0,-2188,-2188,0,0,119196,0,,,0,0,Consumer credit,-2188,,,366,366,0,366,0,0,119196,inf,0,inf,325.6721311,325.6721311,inf,325.6721311,inf
250563,6447258,Active,currency 1,-785,0,1003,,0,,1053000,973188,TRUE,,,0,Credit card,-21,,,1788,,,764,-1024,,79812,,,,588.9261745,,,1378.272251,-1028.320313
250563,6447257,Active,currency 1,-882,0,152,,0,,180000,137416.5,TRUE,,0,0,Credit card,-33,,,1034,,,849,-185,,42583.5,inf,137416.5,1.309886367,174.0812379,,,212.0141343,-972.972973
263896,5286016,Active,currency 1,-660,0,,,0,,21618,,TRUE,,,0,Credit card,-19,,,,,,641,,,,,,,,,,33.72542902,
263896,5286015,Closed,currency 1,-828,0,,-545,0,,50805,,,,,0,Credit card,-545,,,,283,,283,,0,,,,,,179.5229682,,179.5229682,
266923,5730872,Active,currency 1,-376,0,-130,,0,,540000,264586.5,TRUE,,0,0,Credit card,-34,,,246,,,342,96,,275413.5,inf,264586.5,2.040920455,2195.121951,,,1578.947368,5625
266923,5730873,Closed,currency 1,-2304,0,-1414,-1611,0,,450000,,,,,0,Consumer credit,-1610,,,890,693,-197,694,-196,1,,,,,505.6179775,649.3506494,-2284.263959,648.4149856,-2295.918367
266923,5669673,Closed,currency 1,-2639,0,-2296,-2304,0,,135000,,,,,0,Consumer credit,-1610,,,343,335,-8,1029,686,694,,,,,393.5860058,402.9850746,-16875,131.1953353,196.7930029
271849,5260993,Active,currency 1,-102,0,261,,0,,117405,102451.5,TRUE,,0,0,Consumer credit,-30,,,363,,,72,-291,,14953.5,inf,102451.5,1.145956867,323.4297521,,,1630.625,-403.4536082
271849,5260994,Active,currency 1,-207,0,861,,0,,1424803.5,1247877,TRUE,,0,0,Consumer credit,-13,,,1068,,,194,-874,,176926.5,inf,1247877,1.141782003,1334.085674,,,7344.347938,-1630.209954
271849,5260996,Active,currency 1,-1079,0,1113,,0,,819000,838849.5,FALSE,,,0,Credit card,-4,,,2192,,,1075,-1117,,-19849.5,,,,373.6313869,,,761.8604651,-733.213966
271849,5260995,Closed,currency 1,-1210,0,-847,-847,0,,225000,0,,,,0,Consumer credit,-847,,,363,363,0,363,0,0,225000,,,,619.8347107,619.8347107,inf,619.8347107,inf
271849,5260997,Active,currency 1,-1334,0,480,,0,0,441000,320166,TRUE,,9552.465,0,Credit card,-8,,,1814,,,1326,-488,,120834,12.64950984,329718.465,1.33750471,243.109151,,,332.5791855,-903.6885246
275174,5380667,Active,currency 1,-2065,0,1045,,0,,405000,410971.5,FALSE,,0,0,Credit card,-18,,,3110,,,2047,-1063,,-5971.5,#NAME?,410971.5,0.985469795,130.2250804,,,197.8505129,-380.9971778
275174,5380666,Closed,currency 1,-2184,0,-1972,-2001,0,0,120778.83,0,,,0,0,Consumer credit,-2001,,,212,183,-29,183,-29,0,120778.83,inf,0,inf,569.7114623,659.9936066,-4164.787241,659.9936066,-4164.787241
279280,5370792,Active,currency 1,-15,0,167,,0,0,36639,36639,TRUE,,0,0,Consumer credit,-15,,,182,,,0,-182,,0,,36639,1,201.3131868,,,inf,-201.3131868
279280,5370790,Closed,currency 1,-458,0,-92,-92,0,,90000,0,,,0,0,Consumer credit,-86,,,366,366,0,372,6,6,90000,inf,0,inf,245.9016393,245.9016393,inf,241.9354839,15000
279280,5370789,Active,currency 1,-496,0,264,,0,0,251460,0,TRUE,,0,0,Consumer credit,-496,,,760,,,0,-760,,251460,inf,0,inf,330.8684211,,,inf,-330.8684211
279280,5370791,Active,currency 1,-974,0,853,,0,,450000,263200.5,TRUE,,0,0,Consumer credit,-15,,,1827,,,959,-868,,186799.5,inf,263200.5,1.709723196,246.3054187,,,469.2387904,-518.4331797
279280,5370788,Closed,currency 1,-1079,0,-501,-531,0,0,146907,0,,,0,0,Consumer credit,-531,,,578,548,-30,548,-30,0,146907,inf,0,inf,254.1643599,268.0784672,-4896.9,268.0784672,-4896.9
279280,5370787,Active,currency 1,-1157,0,1160,,0,0,0,-19.215,TRUE,,19.215,0,Credit card,-495,,,2317,,,662,-1655,,19.215,1,0,,0,,,0,0
284757,5053437,Closed,currency 1,-1185,0,-1006,-948,0,,90000,,,,,0,Consumer credit,-945,13392,,179,237,58,240,61,3,,,,,502.7932961,379.7468354,1551.724138,375,1475.409836
284757,5053436,Closed,currency 1,-1375,0,-1164,-1081,0,,131301,,,,,0,Consumer credit,-1078,,,211,294,83,297,86,3,,,,,622.2796209,446.6020408,1581.939759,442.0909091,1526.755814
284757,5053435,Closed,currency 1,-2453,0,-2149,-2330,0,,37665,0,,,,0,Consumer credit,-2330,,,304,123,-181,123,-181,0,37665,,,,123.8980263,306.2195122,-208.0939227,306.2195122,-208.0939227
284897,5616222,Active,currency 1,-1163,0,-83,,0,,90000,57829.5,TRUE,,0,0,Credit card,-69,,,1080,,,1094,14,,32170.5,inf,57829.5,1.556299121,83.33333333,,,82.26691042,6428.571429
284897,5616221,Closed,currency 1,-1763,0,-1640,-1639,0,,32197.5,0,,,0,0,Consumer credit,-1547,,,123,124,1,216,93,92,32197.5,inf,0,inf,261.7682927,259.6572581,32197.5,149.0625,346.2096774
285067,6570310,Active,currency 1,-238,0,995,,0,,67500,0,TRUE,,0,0,Credit card,-20,,,1233,,,218,-1015,,67500,inf,0,inf,54.74452555,,,309.6330275,-66.50246305
289985,5592625,Closed,currency 1,-424,0,-362,-362,0,0,51660,0,,,0,0,Consumer credit,-358,,,62,62,0,66,4,4,51660,inf,0,inf,833.2258065,833.2258065,inf,782.7272727,12915
289985,5592621,Active,currency 1,-643,0,452,,0,0,450000,0,TRUE,,450000,0,Credit card,-180,,,1095,,,463,-632,,450000,1,450000,1,410.9589041,,,971.9222462,-712.0253165
289985,5592622,Closed,currency 1,-724,0,-178,-178,0,,349123.5,0,,,0,0,Consumer credit,-158,,,546,546,0,566,20,20,349123.5,inf,0,inf,639.4203297,639.4203297,inf,616.8259717,17456.175
289985,5592624,Closed,currency 1,-1096,0,-724,-724,0,0,101430,,,,,0,Consumer credit,-719,,,372,372,0,377,5,5,,,,,272.6612903,272.6612903,inf,269.0450928,20286
289985,5592620,Closed,currency 1,-1210,0,-124,-464,0,4740.57,135000,363.51,,,134636.49,0,Credit card,-464,,,1086,746,-340,746,-340,0,134636.49,1,135000,1,124.3093923,180.9651475,-397.0588235,180.9651475,-397.0588235
289985,5592619,Closed,currency 1,-1228,0,-124,-869,0,0,135000,-225.9,,,135225.9,0,Credit card,-869,,,1104,359,-745,359,-745,0,135225.9,1,135000,1,122.2826087,376.0445682,-181.2080537,376.0445682,-181.2080537
289985,5592618,Closed,currency 1,-1230,0,-124,-871,0,4776.93,135000,-42.66,,,135042.66,0,Credit card,-871,,,1106,359,-747,359,-747,0,135042.66,1,135000,1,122.0614828,376.0445682,-180.7228916,376.0445682,-180.7228916
289985,5592617,Active,currency 1,-1237,0,-640,,0,0,4500,-26.55,TRUE,,4526.55,0,Credit card,-628,,,597,,,609,12,,4526.55,1,4500,1,7.537688442,,,7.389162562,375
289985,5592623,Closed,currency 1,-2155,0,-1401,-936,0,,117000,,,,,0,Credit card,-935,,,754,1219,465,1220,466,1,,,,,155.1724138,95.98031173,251.6129032,95.90163934,251.0729614
289985,5592616,Closed,currency 1,-2158,0,-1762,-1821,0,0,116069.4,0,,,0,0,Consumer credit,-1821,,,396,337,-59,337,-59,0,116069.4,inf,0,inf,293.1045455,344.4195846,-1967.277966,344.4195846,-1967.277966
290688,6063102,Closed,currency 1,-335,0,763,-304,0,0,225000,0,,,0,0,Consumer credit,-304,9000,,1098,31,-1067,31,-1067,0,225000,inf,0,inf,204.9180328,7258.064516,-210.8716026,7258.064516,-210.8716026
290688,6063100,Active,currency 1,-790,0,31013,,0,,90000,92079,FALSE,,0,0,Credit card,-8,9000,,31803,,,782,-31021,,-2079,#NAME?,92079,0.977421562,2.829921705,,,115.0895141,-2.901260436
290688,6063099,Closed,currency 1,-989,0,-836,-829,0,,30253.5,0,,,0,0,Consumer credit,-827,,,153,160,7,162,9,2,30253.5,inf,0,inf,197.7352941,189.084375,4321.928571,186.75,3361.5
290688,6063101,Closed,currency 1,-1169,0,-864,-833,0,,74578.5,,,,,0,Consumer credit,-830,,,305,336,31,339,34,3,,,,,244.5196721,221.9598214,2405.758065,219.9955752,2193.485294
302383,6589443,Active,currency 1,-53,0,10905,,0,0,45000,,TRUE,,,0,Credit card,-53,,,10958,,,0,-10958,,,,,,4.106588794,,,inf,-4.106588794
