SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF,CNT_INSTALMENT_diff,CNT_INSTALMENT_ratio,SK_DPD_diff,SK_DPD_diff_over0,SK_DPD_diff_over5,SK_DPD_diff_over10,SK_DPD_diff_over15,SK_DPD_diff_over20,SK_DPD_diff_over25
1605208,199232,-15,36.0,32.0,Active,0,0,4.0,0.8888888888888888,0,0,0,0,0,0,0
2542644,199232,-15,36.0,27.0,Active,0,0,9.0,0.75,0,0,0,0,0,0,0
2542644,199232,-16,36.0,28.0,Active,0,0,8.0,0.7777777777777778,0,0,0,0,0,0,0
1605208,199232,-16,36.0,33.0,Active,0,0,3.0,0.9166666666666666,0,0,0,0,0,0,0
2542644,199232,-17,36.0,29.0,Active,0,0,7.0,0.8055555555555556,0,0,0,0,0,0,0
1605208,199232,-17,36.0,34.0,Active,0,0,2.0,0.9444444444444444,0,0,0,0,0,0,0
1605208,199232,-18,36.0,35.0,Active,0,0,1.0,0.9722222222222222,0,0,0,0,0,0,0
2542644,199232,-18,36.0,30.0,Active,0,0,6.0,0.8333333333333334,0,0,0,0,0,0,0
1605208,199232,-19,36.0,36.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2542644,199232,-19,36.0,31.0,Active,0,0,5.0,0.8611111111111112,0,0,0,0,0,0,0
2542644,199232,-20,36.0,32.0,Active,0,0,4.0,0.8888888888888888,0,0,0,0,0,0,0
2542644,199232,-21,36.0,33.0,Active,0,0,3.0,0.9166666666666666,0,0,0,0,0,0,0
2542644,199232,-22,36.0,34.0,Active,0,0,2.0,0.9444444444444444,0,0,0,0,0,0,0
2542653,199232,-23,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
2542644,199232,-23,36.0,35.0,Active,0,0,1.0,0.9722222222222222,0,0,0,0,0,0,0
2525920,199232,-24,2.0,0.0,Completed,0,0,2.0,0.0,0,0,0,0,0,0,0
2542644,199232,-24,36.0,36.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2542653,199232,-24,30.0,25.0,Active,0,0,5.0,0.8333333333333334,0,0,0,0,0,0,0
2542653,199232,-25,30.0,26.0,Active,0,0,4.0,0.8666666666666667,0,0,0,0,0,0,0
2525920,199232,-25,18.0,17.0,Active,0,0,1.0,0.9444444444444444,0,0,0,0,0,0,0
2542653,199232,-26,30.0,27.0,Active,0,0,3.0,0.9,0,0,0,0,0,0,0
2525920,199232,-26,18.0,18.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2542653,199232,-27,30.0,28.0,Active,0,0,2.0,0.9333333333333333,0,0,0,0,0,0,0
2542653,199232,-28,30.0,29.0,Active,0,0,1.0,0.9666666666666667,0,0,0,0,0,0,0
2210236,199232,-29,2.0,0.0,Completed,0,0,2.0,0.0,0,0,0,0,0,0,0
2542653,199232,-29,30.0,30.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2210236,199232,-30,30.0,29.0,Active,0,0,1.0,0.9666666666666667,0,0,0,0,0,0,0
1770091,199232,-31,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
2210236,199232,-31,30.0,30.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1770091,199232,-32,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
1770091,199232,-33,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
1770091,199232,-34,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
1770091,199232,-35,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
1770091,199232,-36,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
1770091,199232,-37,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2714825,199232,-46,9.0,0.0,Completed,0,0,9.0,0.0,0,0,0,0,0,0,0
2714825,199232,-47,9.0,1.0,Active,0,0,8.0,0.1111111111111111,0,0,0,0,0,0,0
2714825,199232,-48,9.0,2.0,Active,0,0,7.0,0.2222222222222222,0,0,0,0,0,0,0
2714825,199232,-49,9.0,3.0,Active,0,0,6.0,0.3333333333333333,0,0,0,0,0,0,0
2714825,199232,-50,9.0,4.0,Active,0,0,5.0,0.4444444444444444,0,0,0,0,0,0,0
2714825,199232,-51,9.0,5.0,Active,0,0,4.0,0.5555555555555556,0,0,0,0,0,0,0
2714825,199232,-52,9.0,6.0,Active,0,0,3.0,0.6666666666666666,0,0,0,0,0,0,0
2714825,199232,-53,9.0,7.0,Active,0,0,2.0,0.7777777777777778,0,0,0,0,0,0,0
2714825,199232,-54,9.0,8.0,Active,0,0,1.0,0.8888888888888888,0,0,0,0,0,0,0
2714825,199232,-55,9.0,9.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1829984,199232,-65,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
1829984,199232,-66,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
1829984,199232,-67,12.0,3.0,Active,0,0,9.0,0.25,0,0,0,0,0,0,0
1829984,199232,-68,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
1829984,199232,-69,12.0,5.0,Active,0,0,7.0,0.4166666666666667,0,0,0,0,0,0,0
1829984,199232,-70,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
1829984,199232,-71,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
1829984,199232,-72,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
1829984,199232,-73,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
1829984,199232,-74,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
1829984,199232,-75,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
1836704,204472,-1,36.0,8.0,Active,0,0,28.0,0.2222222222222222,0,0,0,0,0,0,0
1836704,204472,-2,36.0,10.0,Active,0,0,26.0,0.2777777777777778,0,0,0,0,0,0,0
1836704,204472,-3,36.0,10.0,Active,0,0,26.0,0.2777777777777778,0,0,0,0,0,0,0
1836704,204472,-4,36.0,11.0,Active,0,0,25.0,0.3055555555555556,0,0,0,0,0,0,0
1836704,204472,-5,36.0,13.0,Active,0,0,23.0,0.3611111111111111,0,0,0,0,0,0,0
1836704,204472,-6,36.0,14.0,Active,0,0,22.0,0.3888888888888889,0,0,0,0,0,0,0
1836704,204472,-7,36.0,15.0,Active,0,0,21.0,0.4166666666666667,0,0,0,0,0,0,0
1836704,204472,-8,36.0,16.0,Active,0,0,20.0,0.4444444444444444,0,0,0,0,0,0,0
1836704,204472,-9,36.0,17.0,Active,0,0,19.0,0.4722222222222222,0,0,0,0,0,0,0
1836704,204472,-10,36.0,18.0,Active,0,0,18.0,0.5,0,0,0,0,0,0,0
1836704,204472,-11,36.0,19.0,Active,0,0,17.0,0.5277777777777778,0,0,0,0,0,0,0
1836704,204472,-12,36.0,20.0,Active,0,0,16.0,0.5555555555555556,0,0,0,0,0,0,0
1836704,204472,-13,36.0,21.0,Active,0,0,15.0,0.5833333333333334,0,0,0,0,0,0,0
1836704,204472,-14,36.0,22.0,Active,0,0,14.0,0.6111111111111112,0,0,0,0,0,0,0
1836704,204472,-15,36.0,23.0,Active,0,0,13.0,0.6388888888888888,0,0,0,0,0,0,0
1836704,204472,-16,36.0,24.0,Active,0,0,12.0,0.6666666666666666,0,0,0,0,0,0,0
1836704,204472,-17,36.0,25.0,Active,0,0,11.0,0.6944444444444444,0,0,0,0,0,0,0
1836704,204472,-18,36.0,26.0,Active,0,0,10.0,0.7222222222222222,0,0,0,0,0,0,0
1836704,204472,-19,36.0,27.0,Active,0,0,9.0,0.75,0,0,0,0,0,0,0
1836704,204472,-20,36.0,28.0,Active,0,0,8.0,0.7777777777777778,0,0,0,0,0,0,0
1836704,204472,-21,36.0,29.0,Active,0,0,7.0,0.8055555555555556,0,0,0,0,0,0,0
1836704,204472,-22,36.0,30.0,Active,0,0,6.0,0.8333333333333334,0,0,0,0,0,0,0
1836704,204472,-23,36.0,31.0,Active,0,0,5.0,0.8611111111111112,0,0,0,0,0,0,0
1836704,204472,-24,36.0,32.0,Active,0,0,4.0,0.8888888888888888,0,0,0,0,0,0,0
1836704,204472,-25,36.0,33.0,Active,0,0,3.0,0.9166666666666666,0,0,0,0,0,0,0
1836704,204472,-26,36.0,34.0,Active,0,0,2.0,0.9444444444444444,0,0,0,0,0,0,0
1836704,204472,-27,36.0,35.0,Active,0,0,1.0,0.9722222222222222,0,0,0,0,0,0,0
1836704,204472,-28,36.0,36.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2805266,204472,-37,8.0,0.0,Completed,0,0,8.0,0.0,0,0,0,0,0,0,0
2805266,204472,-38,8.0,1.0,Active,0,0,7.0,0.125,0,0,0,0,0,0,0
2805266,204472,-39,8.0,2.0,Active,0,0,6.0,0.25,0,0,0,0,0,0,0
2805266,204472,-40,8.0,3.0,Active,0,0,5.0,0.375,0,0,0,0,0,0,0
2805266,204472,-41,8.0,4.0,Active,0,0,4.0,0.5,0,0,0,0,0,0,0
2805266,204472,-42,8.0,5.0,Active,0,0,3.0,0.625,0,0,0,0,0,0,0
2805266,204472,-43,8.0,6.0,Active,0,0,2.0,0.75,0,0,0,0,0,0,0
2805266,204472,-44,8.0,7.0,Active,0,0,1.0,0.875,0,0,0,0,0,0,0
2805266,204472,-45,8.0,8.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2668583,204472,-91,10.0,0.0,Completed,18,18,10.0,0.0,0,0,0,0,0,0,0
2668583,204472,-92,10.0,1.0,Active,18,0,9.0,0.1,18,1,1,1,1,0,0
2668583,204472,-93,10.0,2.0,Active,17,0,8.0,0.2,17,1,1,1,1,0,0
2668583,204472,-94,10.0,3.0,Active,16,0,7.0,0.3,16,1,1,1,1,0,0
2668583,204472,-95,10.0,4.0,Active,16,0,6.0,0.4,16,1,1,1,1,0,0
2668583,204472,-96,10.0,5.0,Active,15,0,5.0,0.5,15,1,1,1,0,0,0
2553818,204484,-3,11.0,0.0,Completed,0,0,11.0,0.0,0,0,0,0,0,0,0
2553818,204484,-4,11.0,1.0,Active,0,0,10.0,0.09090909090909091,0,0,0,0,0,0,0
2553818,204484,-5,11.0,2.0,Active,0,0,9.0,0.18181818181818182,0,0,0,0,0,0,0
2553818,204484,-6,11.0,3.0,Active,0,0,8.0,0.2727272727272727,0,0,0,0,0,0,0
2553818,204484,-7,11.0,4.0,Active,0,0,7.0,0.36363636363636365,0,0,0,0,0,0,0
2553818,204484,-8,11.0,5.0,Active,0,0,6.0,0.45454545454545453,0,0,0,0,0,0,0
2553818,204484,-9,11.0,6.0,Active,0,0,5.0,0.5454545454545454,0,0,0,0,0,0,0
2553818,204484,-10,11.0,7.0,Active,0,0,4.0,0.6363636363636364,0,0,0,0,0,0,0
2553818,204484,-11,11.0,8.0,Active,0,0,3.0,0.7272727272727273,0,0,0,0,0,0,0
2553818,204484,-12,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
2553818,204484,-13,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
2553818,204484,-14,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2670662,204627,-1,36.0,17.0,Active,0,0,19.0,0.4722222222222222,0,0,0,0,0,0,0
2670662,204627,-2,36.0,18.0,Active,0,0,18.0,0.5,0,0,0,0,0,0,0
2670662,204627,-3,36.0,19.0,Active,0,0,17.0,0.5277777777777778,0,0,0,0,0,0,0
2670662,204627,-4,36.0,20.0,Active,0,0,16.0,0.5555555555555556,0,0,0,0,0,0,0
2670662,204627,-5,36.0,21.0,Active,0,0,15.0,0.5833333333333334,0,0,0,0,0,0,0
2670662,204627,-6,36.0,22.0,Active,0,0,14.0,0.6111111111111112,0,0,0,0,0,0,0
2670662,204627,-7,36.0,23.0,Active,0,0,13.0,0.6388888888888888,0,0,0,0,0,0,0
2670662,204627,-8,36.0,24.0,Active,0,0,12.0,0.6666666666666666,0,0,0,0,0,0,0
2670662,204627,-9,36.0,25.0,Active,0,0,11.0,0.6944444444444444,0,0,0,0,0,0,0
2670662,204627,-10,36.0,26.0,Active,0,0,10.0,0.7222222222222222,0,0,0,0,0,0,0
2670662,204627,-11,36.0,27.0,Active,0,0,9.0,0.75,0,0,0,0,0,0,0
2670662,204627,-12,36.0,28.0,Active,0,0,8.0,0.7777777777777778,0,0,0,0,0,0,0
2670662,204627,-13,36.0,29.0,Active,0,0,7.0,0.8055555555555556,0,0,0,0,0,0,0
2670662,204627,-14,36.0,30.0,Active,0,0,6.0,0.8333333333333334,0,0,0,0,0,0,0
2670662,204627,-15,36.0,32.0,Active,0,0,4.0,0.8888888888888888,0,0,0,0,0,0,0
2670662,204627,-16,36.0,33.0,Active,0,0,3.0,0.9166666666666666,0,0,0,0,0,0,0
2670662,204627,-17,36.0,34.0,Active,0,0,2.0,0.9444444444444444,0,0,0,0,0,0,0
2670662,204627,-18,36.0,35.0,Active,0,0,1.0,0.9722222222222222,0,0,0,0,0,0,0
2670662,204627,-19,36.0,36.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2670662,204627,-20,36.0,36.0,Approved,0,0,0.0,1.0,0,0,0,0,0,0,0
2415429,204627,-85,3.0,0.0,Completed,0,0,3.0,0.0,0,0,0,0,0,0,0
2415429,204627,-86,3.0,1.0,Active,0,0,2.0,0.3333333333333333,0,0,0,0,0,0,0
2415429,204627,-87,3.0,2.0,Active,0,0,1.0,0.6666666666666666,0,0,0,0,0,0,0
2415429,204627,-88,3.0,3.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1129335,206795,-4,8.0,0.0,Completed,0,0,8.0,0.0,0,0,0,0,0,0,0
1129335,206795,-5,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
2226278,206795,-6,13.0,0.0,Completed,0,0,13.0,0.0,0,0,0,0,0,0,0
1129335,206795,-6,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
2226278,206795,-7,30.0,18.0,Active,0,0,12.0,0.6,0,0,0,0,0,0,0
1129335,206795,-7,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
2226278,206795,-8,30.0,19.0,Active,0,0,11.0,0.6333333333333333,0,0,0,0,0,0,0
1129335,206795,-8,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
2226278,206795,-9,30.0,20.0,Active,0,0,10.0,0.6666666666666666,0,0,0,0,0,0,0
1129335,206795,-9,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
2226278,206795,-10,30.0,21.0,Active,0,0,9.0,0.7,0,0,0,0,0,0,0
1129335,206795,-10,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
2226278,206795,-11,30.0,22.0,Active,0,0,8.0,0.7333333333333333,0,0,0,0,0,0,0
1129335,206795,-11,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
2226278,206795,-12,30.0,23.0,Active,0,0,7.0,0.7666666666666667,0,0,0,0,0,0,0
1129335,206795,-12,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2226278,206795,-13,30.0,24.0,Active,0,0,6.0,0.8,0,0,0,0,0,0,0
2226278,206795,-14,30.0,25.0,Active,0,0,5.0,0.8333333333333334,0,0,0,0,0,0,0
2226278,206795,-15,30.0,26.0,Active,0,0,4.0,0.8666666666666667,0,0,0,0,0,0,0
2226278,206795,-16,30.0,27.0,Active,0,0,3.0,0.9,0,0,0,0,0,0,0
2226278,206795,-17,30.0,28.0,Active,0,0,2.0,0.9333333333333333,0,0,0,0,0,0,0
1522141,206795,-18,3.0,0.0,Completed,0,0,3.0,0.0,0,0,0,0,0,0,0
2057962,206795,-18,1.0,0.0,Completed,0,0,1.0,0.0,0,0,0,0,0,0,0
2226278,206795,-18,30.0,29.0,Active,0,0,1.0,0.9666666666666667,0,0,0,0,0,0,0
1666680,206795,-19,1.0,0.0,Completed,0,0,1.0,0.0,0,0,0,0,0,0,0
1522141,206795,-19,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
2226278,206795,-19,30.0,30.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2057962,206795,-19,8.0,8.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1045983,206795,-20,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
1522141,206795,-20,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
1666680,206795,-20,18.0,18.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1165386,206795,-21,10.0,0.0,Completed,0,0,10.0,0.0,0,0,0,0,0,0,0
1312334,206795,-21,12.0,0.0,Completed,0,0,12.0,0.0,0,0,0,0,0,0,0
1522141,206795,-21,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1045983,206795,-21,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
1045983,206795,-22,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
1165386,206795,-22,10.0,1.0,Active,0,0,9.0,0.1,0,0,0,0,0,0,0
1312334,206795,-22,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
1312334,206795,-23,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
1165386,206795,-23,10.0,2.0,Active,0,0,8.0,0.2,0,0,0,0,0,0,0
1045983,206795,-23,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
1312334,206795,-24,12.0,3.0,Active,0,0,9.0,0.25,0,0,0,0,0,0,0
1045983,206795,-24,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
1165386,206795,-24,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
2191406,206795,-25,1.0,0.0,Completed,0,0,1.0,0.0,0,0,0,0,0,0,0
1312334,206795,-25,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
1165386,206795,-25,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
1045983,206795,-25,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
1312334,206795,-26,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
2191406,206795,-26,1.0,1.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1165386,206795,-26,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
1045983,206795,-26,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2128109,206795,-27,1.0,0.0,Completed,0,0,1.0,0.0,0,0,0,0,0,0,0
1165386,206795,-27,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
1312334,206795,-27,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
1312334,206795,-28,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
2128109,206795,-28,6.0,6.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1165386,206795,-28,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
1312334,206795,-29,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
1165386,206795,-29,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
1165386,206795,-30,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
1312334,206795,-30,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
1861225,206795,-31,5.0,0.0,Completed,0,0,5.0,0.0,0,0,0,0,0,0,0
1312334,206795,-31,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
1165386,206795,-31,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1312334,206795,-32,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1861225,206795,-32,8.0,4.0,Active,0,0,4.0,0.5,0,0,0,0,0,0,0
1861225,206795,-33,8.0,5.0,Active,0,0,3.0,0.625,0,0,0,0,0,0,0
1861225,206795,-34,8.0,6.0,Active,0,0,2.0,0.75,0,0,0,0,0,0,0
1861225,206795,-35,8.0,7.0,Active,0,0,1.0,0.875,0,0,0,0,0,0,0
1861225,206795,-36,8.0,8.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2689507,206795,-39,13.0,0.0,Completed,0,0,13.0,0.0,0,0,0,0,0,0,0
2210155,206795,-40,12.0,0.0,Completed,0,0,12.0,0.0,0,0,0,0,0,0,0
2689507,206795,-40,14.0,1.0,Active,0,0,13.0,0.07142857142857142,0,0,0,0,0,0,0
2689507,206795,-41,14.0,2.0,Active,0,0,12.0,0.14285714285714285,0,0,0,0,0,0,0
2210155,206795,-41,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
2210155,206795,-42,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
2689507,206795,-42,14.0,4.0,Active,0,0,10.0,0.2857142857142857,0,0,0,0,0,0,0
2210155,206795,-43,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
2689507,206795,-43,14.0,4.0,Active,0,0,10.0,0.2857142857142857,0,0,0,0,0,0,0
2689507,206795,-44,14.0,5.0,Active,0,0,9.0,0.35714285714285715,0,0,0,0,0,0,0
2210155,206795,-44,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
2210155,206795,-45,12.0,5.0,Active,0,0,7.0,0.4166666666666667,0,0,0,0,0,0,0
2689507,206795,-45,13.0,7.0,Active,0,0,6.0,0.5384615384615384,0,0,0,0,0,0,0
2689507,206795,-46,13.0,8.0,Active,0,0,5.0,0.6153846153846154,0,0,0,0,0,0,0
2210155,206795,-46,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
2689507,206795,-47,13.0,9.0,Active,0,0,4.0,0.6923076923076923,0,0,0,0,0,0,0
2210155,206795,-47,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
2689507,206795,-48,13.0,11.0,Active,0,0,2.0,0.8461538461538461,0,0,0,0,0,0,0
2210155,206795,-48,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
2689507,206795,-49,13.0,12.0,Active,0,0,1.0,0.9230769230769231,0,0,0,0,0,0,0
2210155,206795,-49,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
2689507,206795,-50,13.0,13.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2210155,206795,-50,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
2216575,206795,-51,8.0,0.0,Completed,0,0,8.0,0.0,0,0,0,0,0,0,0
2689507,206795,-51,13.0,14.0,Active,0,0,-1.0,1.0769230769230769,0,0,0,0,0,0,0
2210155,206795,-51,12.0,11.0,Active,0,0,1.0,0.9166666666666666,0,0,0,0,0,0,0
2210155,206795,-52,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2216575,206795,-52,8.0,1.0,Active,0,0,7.0,0.125,0,0,0,0,0,0,0
2216575,206795,-53,8.0,2.0,Active,0,0,6.0,0.25,0,0,0,0,0,0,0
2216575,206795,-54,8.0,3.0,Active,0,0,5.0,0.375,0,0,0,0,0,0,0
2216575,206795,-55,8.0,4.0,Active,0,0,4.0,0.5,0,0,0,0,0,0,0
2216575,206795,-56,8.0,5.0,Active,0,0,3.0,0.625,0,0,0,0,0,0,0
2216575,206795,-57,8.0,6.0,Active,0,0,2.0,0.75,0,0,0,0,0,0,0
2216575,206795,-58,8.0,7.0,Active,0,0,1.0,0.875,0,0,0,0,0,0,0
2216575,206795,-59,8.0,8.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1538936,206795,-61,12.0,1.0,Active,0,0,11.0,0.08333333333333333,0,0,0,0,0,0,0
1538936,206795,-62,12.0,2.0,Active,0,0,10.0,0.16666666666666666,0,0,0,0,0,0,0
1538936,206795,-63,12.0,3.0,Active,0,0,9.0,0.25,0,0,0,0,0,0,0
1538936,206795,-64,12.0,4.0,Active,0,0,8.0,0.3333333333333333,0,0,0,0,0,0,0
1538936,206795,-65,12.0,5.0,Active,0,0,7.0,0.4166666666666667,0,0,0,0,0,0,0
1538936,206795,-66,12.0,6.0,Active,0,0,6.0,0.5,0,0,0,0,0,0,0
1538936,206795,-67,12.0,7.0,Active,0,0,5.0,0.5833333333333334,0,0,0,0,0,0,0
1538936,206795,-68,12.0,8.0,Active,0,0,4.0,0.6666666666666666,0,0,0,0,0,0,0
1538936,206795,-69,12.0,9.0,Active,0,0,3.0,0.75,0,0,0,0,0,0,0
1327408,206795,-70,8.0,0.0,Completed,0,0,8.0,0.0,0,0,0,0,0,0,0
1538936,206795,-70,12.0,10.0,Active,0,0,2.0,0.8333333333333334,0,0,0,0,0,0,0
1327408,206795,-71,8.0,1.0,Active,0,0,7.0,0.125,0,0,0,0,0,0,0
1538936,206795,-71,12.0,12.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
1327408,206795,-72,8.0,2.0,Active,4,4,6.0,0.25,0,0,0,0,0,0,0
1327408,206795,-73,8.0,3.0,Active,0,0,5.0,0.375,0,0,0,0,0,0,0
1327408,206795,-74,8.0,4.0,Active,0,0,4.0,0.5,0,0,0,0,0,0,0
2404910,206795,-75,10.0,0.0,Completed,0,0,10.0,0.0,0,0,0,0,0,0,0
1327408,206795,-75,8.0,5.0,Active,0,0,3.0,0.625,0,0,0,0,0,0,0
2404910,206795,-76,10.0,1.0,Active,0,0,9.0,0.1,0,0,0,0,0,0,0
1327408,206795,-76,8.0,6.0,Active,0,0,2.0,0.75,0,0,0,0,0,0,0
2404910,206795,-77,10.0,2.0,Active,0,0,8.0,0.2,0,0,0,0,0,0,0
1327408,206795,-77,8.0,7.0,Active,0,0,1.0,0.875,0,0,0,0,0,0,0
2404910,206795,-78,10.0,3.0,Active,0,0,7.0,0.3,0,0,0,0,0,0,0
2404910,206795,-79,10.0,4.0,Active,0,0,6.0,0.4,0,0,0,0,0,0,0
2404910,206795,-80,10.0,5.0,Active,0,0,5.0,0.5,0,0,0,0,0,0,0
2404910,206795,-81,10.0,6.0,Active,0,0,4.0,0.6,0,0,0,0,0,0,0
2404910,206795,-82,10.0,7.0,Active,0,0,3.0,0.7,0,0,0,0,0,0,0
2404910,206795,-83,10.0,8.0,Active,0,0,2.0,0.8,0,0,0,0,0,0,0
2404910,206795,-84,10.0,9.0,Active,0,0,1.0,0.9,0,0,0,0,0,0,0
2404910,206795,-85,10.0,10.0,Active,0,0,0.0,1.0,0,0,0,0,0,0,0
2465060,206795,-91,6.0,0.0,Completed,0,0,6.0,0.0,0,0,0,0,0,0,0
2465060,206795,-92,6.0,1.0,Active,0,0,5.0,0.16666666666666666,0,0,0,0,0,0,0
2465060,206795,-93,6.0,2.0,Active,0,0,4.0,0.3333333333333333,0,0,0,0,0,0,0
2465060,206795,-94,6.0,3.0,Active,0,0,3.0,0.5,0,0,0,0,0,0,0
2465060,206795,-95,6.0,4.0,Active,0,0,2.0,0.6666666666666666,0,0,0,0,0,0,0
2465060,206795,-96,6.0,5.0,Active,0,0,1.0,0.8333333333333334,0,0,0,0,0,0,0
