SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT,days_delayed_payment,amt_ratio,amt_delta,days_weighted_delay,days_weighted_delay_tsw3
1305021,163320,1.0,10,-1555.0,-1557.0,5306.535,5306.535,2.0,1.0,0.0,2.0,1.0658
1305021,163320,1.0,9,-1585.0,-1590.0,5315.985,5315.985,5.0,1.0,0.0,5.0,2.615
1305021,163320,1.0,8,-1615.0,-1620.0,5315.985,5315.985,5.0,1.0,0.0,5.0,2.5700000000000003
1305021,163320,1.0,7,-1645.0,-1652.0,5315.985,5315.985,7.0,1.0,0.0,7.0,3.5308000000000006
1305021,163320,1.0,6,-1675.0,-1683.0,5315.985,5315.985,8.0,1.0,0.0,8.0,3.9608000000000008
1305021,163320,1.0,5,-1705.0,-1718.0,5315.985,5315.985,13.0,1.0,0.0,13.0,6.2998
1305021,163320,1.0,4,-1735.0,-1745.0,5315.985,5315.985,10.0,1.0,0.0,10.0,4.765000000000001
1305021,163320,1.0,3,-1765.0,-1779.0,5315.985,5315.985,14.0,1.0,0.0,14.0,6.528200000000001
1305021,163320,1.0,2,-1795.0,-1806.0,5315.985,5315.985,11.0,1.0,0.0,11.0,5.0402000000000005
1305021,163320,1.0,1,-1825.0,-1837.0,5315.985,5315.985,12.0,1.0,0.0,12.0,5.386800000000001
1143676,164185,1.0,2,-4.0,-6.0,35487.54,35487.54,2.0,1.0,0.0,2.0,1.9964
1549708,164185,0.0,2,-10.0,-10.0,382.995,382.995,0.0,1.0,0.0,0.0,0.0
1549708,164185,0.0,1,-17.0,-10.0,2317.005,2317.005,-7.0,1.0,0.0,-7.0,-6.979
1143676,164185,1.0,1,-34.0,-36.0,35487.54,35487.54,2.0,1.0,0.0,2.0,1.9784
1966494,164185,2.0,11,-35.0,-64.0,33367.455,33367.455,29.0,1.0,0.0,29.0,28.4432
1966494,164185,1.0,10,-65.0,-65.0,16833.555,16833.555,0.0,1.0,0.0,0.0,0.0
1966494,164185,1.0,9,-95.0,-99.0,16833.555,16833.555,4.0,1.0,0.0,4.0,3.8812
1966494,164185,1.0,8,-125.0,-127.0,16833.555,16833.555,2.0,1.0,0.0,2.0,1.9238
1966494,164185,1.0,7,-155.0,-163.0,16833.555,16833.555,8.0,1.0,0.0,8.0,7.6088000000000005
1966494,164185,1.0,6,-185.0,-193.0,16833.555,16833.555,8.0,1.0,0.0,8.0,7.5368
1966494,164185,1.0,5,-215.0,-218.0,16833.555,16833.555,3.0,1.0,0.0,3.0,2.8038
1966494,164185,1.0,4,-245.0,-248.0,16833.555,16833.555,3.0,1.0,0.0,3.0,2.7767999999999997
1966494,164185,1.0,3,-275.0,-279.0,16833.555,16833.555,4.0,1.0,0.0,4.0,3.6652
1966494,164185,1.0,2,-305.0,-315.0,16833.555,16833.555,10.0,1.0,0.0,10.0,9.055
1966494,164185,1.0,1,-335.0,-345.0,16833.555,16833.555,10.0,1.0,0.0,10.0,8.965
2394225,176426,0.0,68,-6.0,-6.0,22665.195,22665.195,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,69,-6.0,-6.0,59.805,59.805,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,67,-33.0,-33.0,246.42,246.42,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,66,-37.0,-33.0,23153.58,23153.58,-4.0,1.0,0.0,-4.0,-3.9604
2394225,176426,0.0,64,-68.0,-68.0,22336.56,22336.56,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,65,-68.0,-68.0,163.44,163.44,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,63,-98.0,-98.0,5354.64,5354.64,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,62,-98.0,-98.0,21645.36,21645.36,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,60,-129.0,-129.0,21940.02,21940.02,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,61,-129.0,-129.0,559.98,559.98,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,58,-159.0,-178.0,2250.0,2250.0,19.0,1.0,0.0,19.0,17.9854
1595762,176426,2.0,15,-164.0,-181.0,884722.68,884722.68,17.0,1.0,0.0,17.0,16.0769
2394225,176426,0.0,59,-178.0,-178.0,12458.655,12458.655,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,57,-181.0,-181.0,463500.0,463500.0,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,55,-190.0,-194.0,22753.395,22753.395,4.0,1.0,0.0,4.0,3.7672
1595762,176426,1.0,14,-194.0,-194.0,55549.575,55549.575,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,56,-194.0,-194.0,1996.605,1996.605,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,53,-221.0,-226.0,22651.335,22651.335,5.0,1.0,0.0,5.0,4.6610000000000005
1595762,176426,1.0,13,-224.0,-226.0,55549.575,55549.575,2.0,1.0,0.0,2.0,1.8644
2394225,176426,0.0,54,-226.0,-226.0,298.665,298.665,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,51,-251.0,-255.0,23228.775,23228.775,4.0,1.0,0.0,4.0,3.694
1595762,176426,1.0,12,-254.0,-255.0,55549.575,55549.575,1.0,1.0,0.0,1.0,0.9235
2394225,176426,0.0,52,-255.0,-255.0,1521.225,1521.225,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,49,-282.0,-285.0,22636.44,22636.44,3.0,1.0,0.0,3.0,2.7435
1595762,176426,1.0,11,-284.0,-285.0,55549.575,55549.575,1.0,1.0,0.0,1.0,0.9145
2394225,176426,0.0,50,-285.0,-285.0,88.56,88.56,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,47,-312.0,-314.0,23137.425,23137.425,2.0,1.0,0.0,2.0,1.8116
2394225,176426,0.0,48,-314.0,-314.0,37.575,37.575,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,10,-314.0,-314.0,55549.575,55549.575,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,45,-343.0,-345.0,22697.91,22697.91,2.0,1.0,0.0,2.0,1.793
1595762,176426,1.0,9,-344.0,-345.0,55549.575,55549.575,1.0,1.0,0.0,1.0,0.8965
2394225,176426,0.0,46,-345.0,-345.0,27.09,27.09,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,43,-371.0,-374.0,22676.085,22676.085,3.0,1.0,0.0,3.0,2.6634
2394225,176426,0.0,44,-374.0,-374.0,273.915,273.915,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,8,-374.0,-374.0,55549.575,55549.575,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,41,-402.0,-403.0,21804.075,21804.075,1.0,1.0,0.0,1.0,0.8791
2394225,176426,0.0,42,-403.0,-403.0,245.925,245.925,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,7,-404.0,-403.0,55549.575,55549.575,-1.0,1.0,0.0,-1.0,-0.8791
2394225,176426,0.0,39,-433.0,-434.0,22135.095,22135.095,1.0,1.0,0.0,1.0,0.8698
2394225,176426,0.0,40,-434.0,-434.0,4.905,4.905,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,6,-434.0,-434.0,55549.575,55549.575,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,38,-462.0,-462.0,388.8,388.8,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,37,-463.0,-462.0,22111.2,22111.2,-1.0,1.0,0.0,-1.0,-0.8613999999999999
1595762,176426,1.0,5,-464.0,-462.0,55549.575,53647.875,-2.0,0.9657657146791853,1901.699999999997,-1.9315314293583705,-1.6638211732493002
1595762,176426,1.0,5,-464.0,-495.0,55549.575,1901.7,31.0,0.03423428532081479,53647.875,1.0612628449452584,0.9036653124708875
1595762,176426,1.0,4,-494.0,-495.0,55549.575,55549.575,1.0,1.0,0.0,1.0,0.8515
2394225,176426,0.0,35,-494.0,-495.0,22668.705,22668.705,1.0,1.0,0.0,1.0,0.8515
2394225,176426,0.0,36,-495.0,-495.0,2081.295,2081.295,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,3,-524.0,-525.0,55549.575,55549.575,1.0,1.0,0.0,1.0,0.8425
2394225,176426,0.0,33,-524.0,-525.0,23191.83,23191.83,1.0,1.0,0.0,1.0,0.8425
2394225,176426,0.0,34,-525.0,-525.0,208.17,208.17,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,2,-554.0,-556.0,55549.575,55549.575,2.0,1.0,0.0,2.0,1.6664
2394225,176426,0.0,31,-555.0,-556.0,22211.73,22211.73,1.0,1.0,0.0,1.0,0.8332
2394225,176426,0.0,32,-556.0,-556.0,288.27,288.27,0.0,1.0,0.0,0.0,0.0
1595762,176426,1.0,1,-584.0,-586.0,55549.575,55549.575,2.0,1.0,0.0,2.0,1.6484
2394225,176426,0.0,30,-586.0,-586.0,347.22,347.22,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,29,-586.0,-586.0,22602.78,22602.78,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,27,-616.0,-616.0,22454.1,22454.1,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,28,-616.0,-616.0,45.9,45.9,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,25,-647.0,-648.0,21879.99,21879.99,1.0,1.0,0.0,1.0,0.8056
2394225,176426,0.0,26,-648.0,-648.0,620.01,620.01,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,23,-677.0,-677.0,22053.42,22053.42,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,24,-677.0,-677.0,446.58,446.58,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,22,-707.0,-707.0,638.685,638.685,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,21,-708.0,-707.0,21861.315,21861.315,-1.0,1.0,0.0,-1.0,-0.7879
2394225,176426,0.0,19,-736.0,-740.0,20466.405,20466.405,4.0,1.0,0.0,4.0,3.112
2394225,176426,0.0,20,-740.0,-740.0,2033.595,2033.595,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,17,-767.0,-768.0,20309.58,20309.58,1.0,1.0,0.0,1.0,0.7696000000000001
2394225,176426,0.0,18,-768.0,-768.0,2190.42,2190.42,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,16,-792.0,-792.0,23915.925,23915.925,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,15,-798.0,-792.0,21084.075,21084.075,-6.0,1.0,0.0,-6.0,-4.5744
2394225,176426,0.0,13,-828.0,-839.0,22238.91,22238.91,11.0,1.0,0.0,11.0,8.2313
2394225,176426,0.0,14,-839.0,-839.0,22761.09,22761.09,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,11,-859.0,-861.0,22639.95,22639.95,2.0,1.0,0.0,2.0,1.4834
2394225,176426,0.0,12,-861.0,-861.0,24610.05,24610.05,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,9,-889.0,-891.0,22014.09,22014.09,2.0,1.0,0.0,2.0,1.4654
2394225,176426,0.0,10,-891.0,-891.0,260.91,260.91,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,7,-920.0,-932.0,14872.23,14872.23,12.0,1.0,0.0,12.0,8.6448
2394225,176426,0.0,8,-932.0,-932.0,7627.77,7627.77,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,5,-951.0,-952.0,3783.105,3783.105,1.0,1.0,0.0,1.0,0.7144
2394225,176426,0.0,6,-952.0,-952.0,18491.895,18491.895,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,4,-977.0,-977.0,135000.0,135000.0,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,2,-981.0,-995.0,3155.175,3155.175,14.0,1.0,0.0,14.0,9.821
2394225,176426,0.0,3,-995.0,-995.0,60744.825,60744.825,0.0,1.0,0.0,0.0,0.0
2394225,176426,0.0,1,-1003.0,-1003.0,292500.0,292500.0,0.0,1.0,0.0,0.0,0.0
1307468,176426,1.0,6,-1179.0,-1180.0,9613.755,9613.755,1.0,1.0,0.0,1.0,0.646
1307468,176426,1.0,5,-1209.0,-1209.0,9623.61,9623.61,0.0,1.0,0.0,0.0,0.0
1307468,176426,1.0,4,-1239.0,-1277.0,9623.61,9623.61,38.0,1.0,0.0,38.0,23.4422
1307468,176426,1.0,3,-1269.0,-1277.0,9623.61,9623.61,8.0,1.0,0.0,8.0,4.9352
1307468,176426,1.0,2,-1299.0,-1307.0,9623.61,9623.61,8.0,1.0,0.0,8.0,4.863200000000001
1307468,176426,1.0,1,-1329.0,-1340.0,9623.61,9623.61,11.0,1.0,0.0,11.0,6.578000000000001
1289776,184307,1.0,12,-263.0,-272.0,16972.875,16972.875,9.0,1.0,0.0,9.0,8.2656
1289776,184307,1.0,11,-293.0,-301.0,16983.045,16983.045,8.0,1.0,0.0,8.0,7.2776
1289776,184307,1.0,10,-323.0,-332.0,16983.045,16983.045,9.0,1.0,0.0,9.0,8.1036
1289776,184307,1.0,9,-353.0,-360.0,16983.045,16983.045,7.0,1.0,0.0,7.0,6.244
1289776,184307,1.0,8,-383.0,-391.0,16983.045,16983.045,8.0,1.0,0.0,8.0,7.0616
1289776,184307,1.0,7,-413.0,-425.0,16983.045,16983.045,12.0,1.0,0.0,12.0,10.47
1289776,184307,1.0,6,-443.0,-451.0,16983.045,16983.045,8.0,1.0,0.0,8.0,6.9176
1289776,184307,1.0,5,-473.0,-486.0,16983.045,16983.045,13.0,1.0,0.0,13.0,11.104600000000001
1289776,184307,1.0,4,-503.0,-526.0,16983.045,16983.045,23.0,1.0,0.0,23.0,19.370600000000003
1289776,184307,1.0,3,-533.0,-548.0,16983.045,16983.045,15.0,1.0,0.0,15.0,12.534
1289776,184307,1.0,2,-563.0,-579.0,16983.045,16983.045,16.0,1.0,0.0,16.0,13.2208
1289776,184307,1.0,1,-593.0,-606.0,16983.045,16983.045,13.0,1.0,0.0,13.0,10.636600000000001
1725815,186051,1.0,10,-599.0,-605.0,6165.72,6165.72,6.0,1.0,0.0,6.0,4.911
1725815,186051,1.0,9,-629.0,-629.0,6199.065,6199.065,0.0,1.0,0.0,0.0,0.0
1725815,186051,1.0,8,-659.0,-658.0,6199.065,6199.065,-1.0,1.0,0.0,-1.0,-0.8026
1725815,186051,1.0,7,-689.0,-691.0,6199.065,6199.065,2.0,1.0,0.0,2.0,1.5854
1725815,186051,1.0,6,-719.0,-718.0,6199.065,6199.065,-1.0,1.0,0.0,-1.0,-0.7846
1725815,186051,1.0,5,-749.0,-749.0,6199.065,6199.065,0.0,1.0,0.0,0.0,0.0
1725815,186051,1.0,4,-779.0,-782.0,6199.065,6199.065,3.0,1.0,0.0,3.0,2.2962000000000002
1725815,186051,1.0,3,-809.0,-810.0,6199.065,6199.065,1.0,1.0,0.0,1.0,0.757
1725815,186051,1.0,2,-839.0,-839.0,6199.065,6199.065,0.0,1.0,0.0,0.0,0.0
1725815,186051,1.0,1,-869.0,-872.0,6199.065,6199.065,3.0,1.0,0.0,3.0,2.2152
2716070,186051,2.0,8,-1841.0,-1865.0,14056.74,14056.74,24.0,1.0,0.0,24.0,10.572
2716070,186051,1.0,7,-1871.0,-1900.0,4957.65,4957.65,29.0,1.0,0.0,29.0,12.47
2716070,186051,1.0,6,-1901.0,-1930.0,4957.65,4957.65,29.0,1.0,0.0,29.0,12.209000000000001
2716070,186051,1.0,5,-1931.0,-1953.0,4957.65,4957.65,22.0,1.0,0.0,22.0,9.1102
2716070,186051,1.0,4,-1961.0,-1988.0,4957.65,4957.65,27.0,1.0,0.0,27.0,10.897200000000002
2716070,186051,1.0,3,-1991.0,-2019.0,4957.65,4957.65,28.0,1.0,0.0,28.0,11.040400000000002
2716070,186051,1.0,2,-2021.0,-2050.0,4957.65,4957.65,29.0,1.0,0.0,29.0,11.165000000000001
2716070,186051,1.0,1,-2051.0,-2076.0,4957.65,4957.65,25.0,1.0,0.0,25.0,9.430000000000001
2792117,186051,1.0,4,-2617.0,-2629.0,6395.49,6395.49,12.0,1.0,0.0,12.0,2.5356000000000005
2792117,186051,1.0,3,-2647.0,-2653.0,6397.425,6397.425,6.0,1.0,0.0,6.0,1.2246000000000004
2792117,186051,1.0,2,-2677.0,-2684.0,6397.425,6397.425,7.0,1.0,0.0,7.0,1.3636000000000006
2792117,186051,1.0,1,-2707.0,-2713.0,6397.425,6397.425,6.0,1.0,0.0,6.0,1.1166000000000003
1375338,187971,2.0,15,-921.0,-931.0,82204.92,82204.92,10.0,1.0,0.0,10.0,7.207
1375338,187971,1.0,14,-951.0,-961.0,8483.31,8483.31,10.0,1.0,0.0,10.0,7.117
1375338,187971,1.0,13,-981.0,-998.0,8483.31,8483.31,17.0,1.0,0.0,17.0,11.9102
1375338,187971,1.0,12,-1011.0,-1022.0,8483.31,8483.31,11.0,1.0,0.0,11.0,7.6274
1375338,187971,1.0,11,-1041.0,-1047.0,8483.31,8483.31,6.0,1.0,0.0,6.0,4.115399999999999
1375338,187971,1.0,10,-1071.0,-1080.0,8483.31,8483.31,9.0,1.0,0.0,9.0,6.0840000000000005
1375338,187971,1.0,9,-1101.0,-1115.0,8483.31,8483.31,14.0,1.0,0.0,14.0,9.317
1375338,187971,1.0,8,-1131.0,-1142.0,8483.31,8483.31,11.0,1.0,0.0,11.0,7.2314
1375338,187971,1.0,7,-1161.0,-1171.0,8483.31,8483.31,10.0,1.0,0.0,10.0,6.487
1375338,187971,1.0,6,-1191.0,-1199.0,8483.31,8483.31,8.0,1.0,0.0,8.0,5.122400000000001
1375338,187971,1.0,5,-1221.0,-1240.0,8483.31,8483.31,19.0,1.0,0.0,19.0,11.932000000000002
1375338,187971,1.0,4,-1251.0,-1268.0,8483.31,8483.31,17.0,1.0,0.0,17.0,10.5332
1375338,187971,1.0,3,-1281.0,-1303.0,8483.31,8483.31,22.0,1.0,0.0,22.0,13.4002
1375338,187971,1.0,2,-1311.0,-1326.0,8483.31,8483.31,15.0,1.0,0.0,15.0,9.033000000000001
1375338,187971,1.0,1,-1341.0,-1354.0,8483.31,8483.31,13.0,1.0,0.0,13.0,7.719400000000001
2269886,193469,2.0,1,-238.0,-250.0,160885.935,160885.935,12.0,1.0,0.0,12.0,11.100000000000001
1259001,193469,1.0,10,-1653.0,-1656.0,8385.975,8385.975,3.0,1.0,0.0,3.0,1.5096000000000003
1259001,193469,1.0,9,-1683.0,-1713.0,8501.355,1604.16,30.0,0.1886946257390734,6897.195,5.660838772172202,2.751733727152908
1259001,193469,1.0,9,-1683.0,-1681.0,8501.355,6897.195,-2.0,0.8113053742609266,1604.1599999999999,-1.6226107485218533,-0.8043281480422827
1259001,193469,1.0,8,-1713.0,-1713.0,8501.355,8501.355,0.0,1.0,0.0,0.0,0.0
1259001,193469,1.0,7,-1743.0,-1744.0,8501.355,8501.355,1.0,1.0,0.0,1.0,0.4768
1259001,193469,1.0,6,-1773.0,-1784.0,8501.355,8501.355,11.0,1.0,0.0,11.0,5.112800000000001
1259001,193469,1.0,5,-1803.0,-1812.0,8501.355,8501.355,9.0,1.0,0.0,9.0,4.107600000000001
1259001,193469,1.0,4,-1833.0,-1833.0,8501.355,8501.355,0.0,1.0,0.0,0.0,0.0
1259001,193469,1.0,3,-1863.0,-1864.0,8501.355,8501.355,1.0,1.0,0.0,1.0,0.4408000000000001
1259001,193469,1.0,2,-1893.0,-1894.0,8501.355,8501.355,1.0,1.0,0.0,1.0,0.4318000000000001
1259001,193469,1.0,1,-1923.0,-1934.0,8501.355,8501.355,11.0,1.0,0.0,11.0,4.617800000000001
2804108,193469,1.0,4,-2497.0,-2501.0,9231.39,9231.39,4.0,1.0,0.0,4.0,0.9988000000000001
2804108,193469,1.0,3,-2527.0,-2529.0,9239.715,9239.715,2.0,1.0,0.0,2.0,0.48260000000000014
2804108,193469,1.0,2,-2557.0,-2562.0,9239.715,9239.715,5.0,1.0,0.0,5.0,1.1570000000000003
2804108,193469,1.0,1,-2587.0,-2599.0,9239.715,9239.715,12.0,1.0,0.0,12.0,2.6436000000000006
2712596,205595,0.0,126,-4.0,-4.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,125,-35.0,-35.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,124,-65.0,-65.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,123,-96.0,-96.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,122,-127.0,-127.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,121,-157.0,-157.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,120,-188.0,-188.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,119,-218.0,-218.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,118,-249.0,-249.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,117,-277.0,-277.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,116,-308.0,-308.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,115,-339.0,-339.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,114,-369.0,-369.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,113,-400.0,-400.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,112,-430.0,-430.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,111,-461.0,-461.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,110,-492.0,-492.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,109,-522.0,-522.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,108,-553.0,-553.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,107,-583.0,-583.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,105,-584.0,-614.0,130.5,130.5,30.0,1.0,0.0,30.0,24.474000000000004
2712596,205595,0.0,106,-614.0,-614.0,1690.965,1690.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,103,-615.0,-642.0,130.5,130.5,27.0,1.0,0.0,27.0,21.7998
2712596,205595,0.0,104,-642.0,-642.0,1821.465,1821.465,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,100,-643.0,-673.0,1774.26,1774.26,30.0,1.0,0.0,30.0,23.943
2712596,205595,0.0,102,-658.0,-658.0,1800.0,1800.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,101,-673.0,-673.0,151.965,151.965,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,97,-674.0,-692.0,9000.0,9000.0,18.0,1.0,0.0,18.0,14.2632
2712596,205595,0.0,99,-686.0,-686.0,166725.0,166725.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,98,-692.0,-692.0,225.0,225.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,95,-705.0,-708.0,9000.0,9000.0,3.0,1.0,0.0,3.0,2.3628
2712596,205595,0.0,96,-708.0,-708.0,225.0,225.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,93,-735.0,-742.0,9000.0,9000.0,7.0,1.0,0.0,7.0,5.4418
2712596,205595,0.0,94,-742.0,-742.0,4275.0,4275.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,91,-766.0,-770.0,9000.0,9000.0,4.0,1.0,0.0,4.0,3.076
2712596,205595,0.0,92,-770.0,-770.0,13725.0,13725.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,90,-796.0,-800.0,9000.0,9000.0,4.0,1.0,0.0,4.0,3.04
2712596,205595,0.0,89,-827.0,-831.0,9000.0,9000.0,4.0,1.0,0.0,4.0,3.0028
2712596,205595,0.0,88,-858.0,-861.0,9000.0,9000.0,3.0,1.0,0.0,3.0,2.2251000000000003
2712596,205595,0.0,85,-888.0,-918.0,67.5,67.5,30.0,1.0,0.0,30.0,21.738
2712596,205595,0.0,87,-889.0,-889.0,11475.0,11475.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,86,-918.0,-918.0,882.495,882.495,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,83,-919.0,-948.0,1335.69,935.685,29.0,0.7005255710531635,400.0050000000001,20.31524156054174,14.53758686072367
2712596,205595,0.0,83,-919.0,-926.0,1335.69,400.005,7.0,0.29947442894683646,935.6850000000001,2.0963210026278554,1.5139630280978371
2712596,205595,0.0,84,-926.0,-926.0,949.995,949.995,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,80,-949.0,-967.0,9000.0,9000.0,18.0,1.0,0.0,18.0,12.7782
2712596,205595,0.0,82,-965.0,-965.0,72000.0,72000.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,81,-967.0,-967.0,103500.0,103500.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,79,-980.0,-984.0,9000.0,9000.0,4.0,1.0,0.0,4.0,2.8192000000000004
2712596,205595,0.0,78,-1009.0,-1013.0,9000.0,9000.0,4.0,1.0,0.0,4.0,2.7844
2712596,205595,0.0,76,-1040.0,-1049.0,9000.0,9000.0,9.0,1.0,0.0,9.0,6.1677
2712596,205595,0.0,77,-1049.0,-1049.0,4500.0,4500.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,74,-1071.0,-1073.0,9000.0,9000.0,2.0,1.0,0.0,2.0,1.3562
2712596,205595,0.0,75,-1073.0,-1073.0,4500.0,4500.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,73,-1101.0,-1105.0,9000.0,9000.0,4.0,1.0,0.0,4.0,2.6740000000000004
2712596,205595,0.0,71,-1132.0,-1140.0,9000.0,9000.0,8.0,1.0,0.0,8.0,5.264
2712596,205595,0.0,72,-1140.0,-1140.0,18000.0,18000.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,70,-1162.0,-1168.0,9000.0,9000.0,6.0,1.0,0.0,6.0,3.8975999999999997
2712596,205595,0.0,69,-1193.0,-1198.0,9000.0,9000.0,5.0,1.0,0.0,5.0,3.2030000000000003
2712596,205595,0.0,68,-1224.0,-1226.0,9000.0,9000.0,2.0,1.0,0.0,2.0,1.2644000000000002
2712596,205595,0.0,67,-1254.0,-1259.0,9000.0,9000.0,5.0,1.0,0.0,5.0,3.1115000000000004
2712596,205595,0.0,66,-1285.0,-1289.0,9000.0,9000.0,4.0,1.0,0.0,4.0,2.4532
2712596,205595,0.0,65,-1315.0,-1317.0,9000.0,9000.0,2.0,1.0,0.0,2.0,1.2098
2712596,205595,0.0,63,-1346.0,-1349.0,9000.0,9000.0,3.0,1.0,0.0,3.0,1.7859000000000003
2712596,205595,0.0,64,-1349.0,-1349.0,2250.0,2250.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,62,-1374.0,-1374.0,2250.0,2250.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,61,-1374.0,-1374.0,9000.0,9000.0,0.0,1.0,0.0,0.0,0.0
2712596,205595,0.0,60,-1405.0,-1409.0,9000.0,9000.0,4.0,1.0,0.0,4.0,2.3092
2712596,205595,0.0,59,-1436.0,-1437.0,9000.0,9000.0,1.0,1.0,0.0,1.0,0.5689
