SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM-dby-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT
210578,6731199,Closed,currency 1,-1063,0,-939.0,-939.0,,0,19242.0,0.0,0.0,0.0,Consumer credit,-892,4981.5,124.0,124.0,0.0,171,47.0,47.0,19242.0,0.0,inf,,0.0,inf
210578,6731212,Closed,currency 1,-1151,0,-641.0,-641.0,0.0,0,115943.895,0.0,0.0,0.0,Consumer credit,-641,,510.0,510.0,0.0,510,0.0,0.0,115943.895,0.0,inf,,0.0,inf
210578,5918803,Closed,currency 1,-1302,0,-693.0,-664.0,,0,135000.0,,,0.0,Consumer credit,-658,7470.0,609.0,638.0,29.0,644,35.0,6.0,,,,,,
210578,6731208,Closed,currency 1,-1537,0,-1020.0,-1020.0,,0,63751.5,0.0,,0.0,Consumer credit,-1020,0.0,517.0,517.0,0.0,517,0.0,0.0,63751.5,0.0,,,,
210578,6731207,Closed,currency 1,-2156,0,-1416.0,-1420.0,,0,90000.0,,,0.0,Consumer credit,-1420,,740.0,736.0,-4.0,736,-4.0,0.0,,,,,,
210578,6731196,Closed,currency 1,-2315,0,-1950.0,-1950.0,,0,44550.0,0.0,0.0,0.0,Consumer credit,-1704,4981.5,365.0,365.0,0.0,611,246.0,246.0,44550.0,0.0,inf,,0.0,inf
210578,6731205,Closed,currency 1,-2381,0,-1811.0,-1812.0,,0,90000.0,,,0.0,Consumer credit,-1812,,570.0,569.0,-1.0,569,-1.0,0.0,,,,,,
210578,6731214,Active,currency 1,-2435,0,-624.0,,0.0,0,243000.0,0.0,253712.295,0.0,Credit card,-30,,1811.0,,,2405,594.0,,243000.0,0.0,0.9577777852665752,0.0,253712.295,0.9577777852665752
210578,6731215,Closed,currency 1,-2456,0,-2272.0,-2364.0,3484.665,0,21150.0,0.0,0.0,0.0,Consumer credit,-2364,10152.675,184.0,92.0,-92.0,92,-92.0,0.0,21150.0,0.0,inf,,0.0,inf
210578,6731198,Closed,currency 1,-2538,0,-738.0,-950.0,,0,194850.0,0.0,0.0,0.0,Consumer credit,-152,,1800.0,1588.0,-212.0,2386,586.0,798.0,194850.0,0.0,inf,,0.0,inf
210578,6731206,Closed,currency 1,-2595,0,-1666.0,-1666.0,,0,124443.0,,,0.0,Credit card,-1666,10152.675,929.0,929.0,0.0,929,0.0,0.0,,,,,,
210578,6731204,Closed,currency 1,-2696,0,-2335.0,-2567.0,,0,23188.5,,,0.0,Consumer credit,-2556,7470.0,361.0,129.0,-232.0,140,-221.0,11.0,,,,,,
213721,5134632,Active,currency 1,-67,0,1759.0,,,0,557928.0,,,0.0,Consumer credit,-30,,1826.0,,,37,-1789.0,,,,,,,
213721,5134633,Active,currency 1,-67,0,,,,0,90000.0,,,0.0,Credit card,-9,,,,,58,,,,,,,,
213721,5134630,Active,currency 1,-395,0,5091.0,,,0,4725000.0,4612140.0,0.0,0.0,Mortgage,-46,,5486.0,,,349,-5137.0,,112860.0,0.9761142857142857,inf,inf,4612140.0,1.0244702025523944
213721,5134631,Closed,currency 1,-933,0,162.0,-537.0,,0,332010.0,0.0,0.0,0.0,Consumer credit,-529,,1095.0,396.0,-699.0,404,-691.0,8.0,332010.0,0.0,inf,,0.0,inf
218234,5234655,Active,currency 1,-419,0,1403.0,,0.0,0,670500.0,0.0,0.0,0.0,Credit card,-419,,1822.0,,,0,-1822.0,,670500.0,0.0,inf,,0.0,inf
218234,5234656,Active,currency 1,-501,0,619.0,,,0,333000.0,324688.5,0.0,0.0,Credit card,-28,,1120.0,,,473,-647.0,,8311.5,0.9750405405405406,inf,inf,324688.5,1.02559838121769
218234,5234657,Active,currency 1,-504,0,,,0.0,0,112500.0,104751.0,7745.085,0.0,Credit card,-389,,,,,115,,,7749.0,0.93112,1.0005054818636594,13.524835427887492,112496.085,1.000034801211082
218234,5234654,Active,currency 1,-773,0,1069.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-620,,1842.0,,,153,-1689.0,,0.0,,,,0.0,
218234,5234653,Active,currency 1,-798,0,693.0,,0.0,0,1008000.0,39915.0,0.0,0.0,Consumer credit,-615,,1491.0,,,183,-1308.0,,968085.0,0.039598214285714285,inf,inf,39915.0,25.253664036076664
218234,5234651,Active,currency 1,-799,0,857.0,,0.0,0,0.0,-294.255,294.255,0.0,Credit card,-617,,1656.0,,,182,-1474.0,,294.255,-inf,1.0,-1.0,0.0,
218234,5234652,Active,currency 1,-799,0,857.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-617,,1656.0,,,182,-1474.0,,0.0,,,,0.0,
218234,5234650,Active,currency 1,-2263,0,-119.0,,19549.35,0,112500.0,597844.53,9655.47,0.0,Credit card,-563,,2144.0,,,1700,-444.0,,-485344.53,5.3141736,-50.26627704296115,61.917703643634134,607500.0,0.18518518518518517
218234,5234649,Closed,currency 1,-2454,0,-2241.0,-2269.0,0.0,0,27528.21,0.0,0.0,0.0,Consumer credit,-2269,,213.0,185.0,-28.0,185,-28.0,0.0,27528.21,0.0,inf,,0.0,inf
222326,5196188,Active,currency 1,-88,0,970.0,,,0,449509.5,444343.5,,0.0,Loan for working capital replenishment,-11,,1058.0,,,77,-981.0,,5166.0,0.9885074731457288,,,,
222326,5196187,Sold,currency 1,-126,0,970.0,,,0,449509.5,,,0.0,Consumer credit,-30,,1096.0,,,96,-1000.0,,,,,,,
222326,5196189,Active,currency 1,-126,0,,,,0,90000.0,,,0.0,Credit card,-9,,,,,117,,,,,,,,
222326,5196190,Active,currency 1,-177,0,189.0,,0.0,0,82426.5,55350.0,0.0,0.0,Consumer credit,-21,,366.0,,,156,-210.0,,27076.5,0.6715073429054976,inf,inf,55350.0,1.4891869918699188
222326,5196186,Closed,currency 1,-1264,0,-948.0,-948.0,,0,36652.5,0.0,,0.0,Consumer credit,-939,,316.0,316.0,0.0,325,9.0,9.0,36652.5,0.0,,,,
222326,5196185,Closed,currency 1,-1265,0,-957.0,-928.0,,0,36652.5,0.0,0.0,0.0,Consumer credit,-800,,308.0,337.0,29.0,465,157.0,128.0,36652.5,0.0,inf,,0.0,inf
228575,5879442,Active,currency 1,-486,0,610.0,,10060.11,0,495000.0,345964.5,0.0,0.0,Consumer credit,-24,45000.0,1096.0,,,462,-634.0,,149035.5,0.6989181818181818,inf,inf,345964.5,1.4307826381030424
228575,5879441,Closed,currency 1,-566,0,-17.0,-515.0,0.0,0,248850.0,0.0,0.0,0.0,Consumer credit,-515,0.0,549.0,51.0,-498.0,51,-498.0,0.0,248850.0,0.0,inf,,0.0,inf
228575,5879436,Closed,currency 1,-915,0,-518.0,-550.0,,0,77152.5,0.0,,0.0,Consumer credit,-416,,397.0,365.0,-32.0,499,102.0,134.0,77152.5,0.0,,,,
228575,5879440,Closed,currency 1,-915,0,-648.0,-648.0,0.0,0,43771.86,0.0,0.0,0.0,Consumer credit,-648,0.0,267.0,267.0,0.0,267,0.0,0.0,43771.86,0.0,inf,,0.0,inf
228575,5879439,Closed,currency 1,-1147,0,-1105.0,-1105.0,0.0,0,17968.5,,,0.0,Consumer credit,-1103,,42.0,42.0,0.0,44,2.0,2.0,,,,,,
228575,5879438,Closed,currency 1,-1425,0,-1244.0,-1243.0,,0,22545.0,0.0,,0.0,Consumer credit,-1243,45000.0,181.0,182.0,1.0,182,1.0,0.0,22545.0,0.0,,,,
228575,5879437,Active,currency 1,-1602,0,-1244.0,,,0,23944.5,,,0.0,Consumer credit,-1425,0.0,358.0,,,177,-181.0,,,,,,,
228690,5746322,Closed,currency 1,-513,0,-481.0,-481.0,0.0,0,86139.315,0.0,0.0,0.0,Consumer credit,-475,,32.0,32.0,0.0,38,6.0,6.0,86139.315,0.0,inf,,0.0,inf
228690,5746321,Closed,currency 1,-2159,0,-1037.0,-1647.0,0.0,0,112500.0,0.0,0.0,0.0,Credit card,-1647,,1122.0,512.0,-610.0,512,-610.0,0.0,112500.0,0.0,inf,,0.0,inf
228690,5746320,Closed,currency 1,-2349,0,-2014.0,-2041.0,9270.0,0,83430.0,0.0,0.0,0.0,Consumer credit,-2013,,335.0,308.0,-27.0,336,1.0,28.0,83430.0,0.0,inf,,0.0,inf
236072,5649201,Active,currency 1,-474,0,,,,0,270000.0,266076.0,,0.0,Credit card,-13,,,,,461,,,3924.0,0.9854666666666667,,,,
236072,5649199,Closed,currency 1,-2192,0,-1885.0,-1885.0,,0,70758.0,0.0,0.0,0.0,Consumer credit,-1882,,307.0,307.0,0.0,310,3.0,3.0,70758.0,0.0,inf,,0.0,inf
236072,5649200,Closed,currency 1,-2795,0,-2494.0,-2269.0,,0,118462.5,,,0.0,Consumer credit,-2269,,301.0,526.0,225.0,526,225.0,0.0,,,,,,
236193,6199200,Active,currency 1,-169,0,196.0,,,0,91620.0,70339.5,0.0,0.0,Consumer credit,-67,,365.0,,,102,-263.0,,21280.5,0.7677308447937131,inf,inf,70339.5,1.3025398247073123
236193,6199199,Active,currency 1,-339,0,1031.0,,,0,135000.0,12469.5,0.0,0.0,Credit card,-67,,1370.0,,,272,-1098.0,,122530.5,0.09236666666666667,inf,inf,12469.5,10.826416456153014
236193,6199195,Closed,currency 1,-437,0,291.0,-408.0,,0,141750.0,0.0,0.0,0.0,Consumer credit,-403,,728.0,29.0,-699.0,34,-694.0,5.0,141750.0,0.0,inf,,0.0,inf
236193,6199205,Closed,currency 1,-563,0,-410.0,-410.0,0.0,0,157500.0,0.0,0.0,0.0,Consumer credit,-405,,153.0,153.0,0.0,158,5.0,5.0,157500.0,0.0,inf,,0.0,inf
236193,6199204,Closed,currency 1,-595,0,-536.0,-536.0,0.0,0,112500.0,0.0,0.0,0.0,Consumer credit,-531,,59.0,59.0,0.0,64,5.0,5.0,112500.0,0.0,inf,,0.0,inf
236193,6199202,Active,currency 1,-920,0,,,,0,27000.0,0.0,,0.0,Credit card,-825,,,,,95,,,27000.0,0.0,,,,
236193,6199203,Closed,currency 1,-1034,0,-578.0,-578.0,0.0,0,101745.0,0.0,0.0,0.0,Consumer credit,-573,,456.0,456.0,0.0,461,5.0,5.0,101745.0,0.0,inf,,0.0,inf
236193,6199197,Closed,currency 1,-1061,0,-873.0,-125.0,,0,112500.0,0.0,0.0,0.0,Credit card,-122,,188.0,936.0,748.0,939,751.0,3.0,112500.0,0.0,inf,,0.0,inf
236193,6199198,Closed,currency 1,-1321,0,-1018.0,-819.0,,0,78813.0,0.0,0.0,0.0,Consumer credit,-819,,303.0,502.0,199.0,502,199.0,0.0,78813.0,0.0,inf,,0.0,inf
236193,6199201,Closed,currency 1,-1406,0,-1223.0,-1223.0,,0,26055.0,0.0,,0.0,Consumer credit,-1105,,183.0,183.0,0.0,301,118.0,118.0,26055.0,0.0,,,,
236193,6199196,Closed,currency 1,-1407,0,-1223.0,-1222.0,,0,26055.0,0.0,0.0,0.0,Consumer credit,-760,,184.0,185.0,1.0,647,463.0,462.0,26055.0,0.0,inf,,0.0,inf
239994,6120833,Closed,currency 1,-779,0,-598.0,-627.0,0.0,0,18900.0,0.0,0.0,0.0,Consumer credit,-625,,181.0,152.0,-29.0,154,-27.0,2.0,18900.0,0.0,inf,,0.0,inf
239994,6120834,Closed,currency 1,-915,0,-368.0,-368.0,0.0,0,65250.0,0.0,0.0,0.0,Consumer credit,-367,,547.0,547.0,0.0,548,1.0,1.0,65250.0,0.0,inf,,0.0,inf
239994,6120832,Closed,currency 1,-1472,0,-1106.0,-1137.0,,0,42727.5,0.0,0.0,0.0,Consumer credit,-1137,0.0,366.0,335.0,-31.0,335,-31.0,0.0,42727.5,0.0,inf,,0.0,inf
260740,6179304,Closed,currency 1,-833,0,-529.0,-529.0,0.0,0,68580.0,0.0,0.0,0.0,Consumer credit,-526,,304.0,304.0,0.0,307,3.0,3.0,68580.0,0.0,inf,,0.0,inf
260839,5088790,Active,currency 1,-110,0,9006.0,,,0,5060475.0,5009872.5,0.0,0.0,Mortgage,-20,,9116.0,,,90,-9026.0,,50602.5,0.9900004446222933,inf,inf,5009872.5,1.0101005564512868
260839,5088799,Closed,currency 1,-644,0,-524.0,-483.0,22501.08,0,85455.0,0.0,0.0,0.0,Consumer credit,-483,,120.0,161.0,41.0,161,41.0,0.0,85455.0,0.0,inf,,0.0,inf
260839,5088793,Closed,currency 1,-713,0,,-115.0,,0,450000.0,,,0.0,Credit card,-114,,,598.0,,599,,1.0,,,,,,
260839,5088798,Closed,currency 1,-825,0,-276.0,-336.0,6527.835,0,114997.5,0.0,0.0,0.0,Consumer credit,-335,,549.0,489.0,-60.0,490,-59.0,1.0,114997.5,0.0,inf,,0.0,inf
260839,5088797,Closed,currency 1,-865,0,-500.0,-500.0,0.0,0,136980.0,0.0,0.0,0.0,Consumer credit,-500,,365.0,365.0,0.0,365,0.0,0.0,136980.0,0.0,inf,,0.0,inf
260839,5088796,Closed,currency 1,-1672,0,-1307.0,-1307.0,15701.985,0,72000.0,0.0,0.0,0.0,Consumer credit,-1307,,365.0,365.0,0.0,365,0.0,0.0,72000.0,0.0,inf,,0.0,inf
260839,5088795,Closed,currency 1,-1865,0,-1684.0,-1774.0,6474.825,0,21262.5,0.0,0.0,0.0,Consumer credit,-1494,,181.0,91.0,-90.0,371,190.0,280.0,21262.5,0.0,inf,,0.0,inf
260839,5088791,Closed,currency 1,-2545,0,-1997.0,-1414.0,,0,240750.0,0.0,,0.0,Consumer credit,-1412,,548.0,1131.0,583.0,1133,585.0,2.0,240750.0,0.0,,,,
260839,5088789,Closed,currency 1,-2755,0,-928.0,-922.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-586,,1827.0,1833.0,6.0,2169,342.0,336.0,1125000.0,0.0,inf,,0.0,inf
260839,5088794,Closed,currency 1,-2756,0,-2664.0,-168.0,8804.025,0,25920.0,0.0,0.0,0.0,Consumer credit,-168,,92.0,2588.0,2496.0,2588,2496.0,0.0,25920.0,0.0,inf,,0.0,inf
263000,5634996,Active,currency 1,-243,0,1043.0,,,0,324000.0,253422.0,0.0,0.0,Credit card,-32,,1286.0,,,211,-1075.0,,70578.0,0.7821666666666667,inf,inf,253422.0,1.2784998934583423
263000,5634994,Active,currency 1,-465,0,1347.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-465,,1812.0,,,0,-1812.0,,0.0,,,,0.0,
263000,5634992,Active,currency 1,-493,0,1316.0,,0.0,0,67500.0,0.0,0.0,0.0,Credit card,-491,,1809.0,,,2,-1807.0,,67500.0,0.0,inf,,0.0,inf
263000,5634993,Active,currency 1,-493,0,1316.0,,0.0,0,67500.0,0.0,0.0,0.0,Credit card,-491,,1809.0,,,2,-1807.0,,67500.0,0.0,inf,,0.0,inf
263000,5634991,Active,currency 1,-530,0,961.0,,0.0,0,1156888.8,0.0,0.0,0.0,Consumer credit,-443,,1491.0,,,87,-1404.0,,1156888.8,0.0,inf,,0.0,inf
263000,5634989,Active,currency 1,-535,0,1227.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-530,,1762.0,,,5,-1757.0,,0.0,,,,0.0,
263000,5634990,Active,currency 1,-535,0,1227.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-534,,1762.0,,,1,-1761.0,,0.0,,,,0.0,
263000,5634995,Closed,currency 1,-1947,0,-1643.0,-1645.0,,0,36810.0,0.0,0.0,0.0,Consumer credit,-1516,,304.0,302.0,-2.0,431,127.0,129.0,36810.0,0.0,inf,,0.0,inf
263000,5634997,Closed,currency 1,-2210,0,-1831.0,-1831.0,,0,67500.0,,,0.0,Credit card,-1831,,379.0,379.0,0.0,379,0.0,0.0,,,,,,
263000,5634998,Closed,currency 1,-2211,0,-1831.0,-1831.0,0.0,0,67500.0,0.0,0.0,0.0,Credit card,-1823,,380.0,380.0,0.0,388,8.0,8.0,67500.0,0.0,inf,,0.0,inf
263000,5634988,Closed,currency 1,-2507,0,-2294.0,-2323.0,0.0,0,26176.05,0.0,0.0,0.0,Consumer credit,-2323,,213.0,184.0,-29.0,184,-29.0,0.0,26176.05,0.0,inf,,0.0,inf
263000,5634987,Closed,currency 1,-2910,0,-1053.0,-1539.0,0.0,0,225000.0,0.0,0.0,0.0,Car loan,-1539,,1857.0,1371.0,-486.0,1371,-486.0,0.0,225000.0,0.0,inf,,0.0,inf
263762,6376278,Active,currency 1,-305,0,1521.0,,2291.4,0,236842.11,219070.215,0.0,0.0,Consumer credit,-30,7200.81,1826.0,,,275,-1551.0,,17771.89499999999,0.9249631115007378,inf,inf,219070.215,1.081124195728753
263762,6376268,Active,currency 1,-761,0,2744.0,,,0,2983500.0,2671492.5,0.0,0.0,Mortgage,-76,7200.81,3505.0,,,685,-2820.0,,312007.5,0.8954223227752639,inf,inf,2671492.5,1.1167914564611354
263762,6376277,Closed,currency 1,-816,0,-730.0,-730.0,10613.565,0,31921.245,0.0,0.0,0.0,Consumer credit,-730,7200.81,86.0,86.0,0.0,86,0.0,0.0,31921.245,0.0,inf,,0.0,inf
263762,6376267,Active,currency 1,-821,0,1005.0,,,0,315000.0,223069.5,0.0,0.0,Consumer credit,-76,7200.81,1826.0,,,745,-1081.0,,91930.5,0.7081571428571428,inf,inf,223069.5,1.4121159548929818
263762,6376276,Active,currency 1,-865,0,231.0,,4881.555,0,180000.0,174687.795,5312.205,0.0,Credit card,-28,7200.81,1096.0,,,837,-259.0,,5312.204999999987,0.9704877500000001,0.9999999999999976,32.88423451278707,180000.0,1.0
263762,6376275,Closed,currency 1,-915,0,-511.0,-511.0,2456.46,0,391375.665,0.0,0.0,0.0,Consumer credit,-511,7200.81,404.0,404.0,0.0,404,0.0,0.0,391375.665,0.0,inf,,0.0,inf
263762,6376274,Closed,currency 1,-1290,0,-915.0,-915.0,1718.91,0,116851.635,0.0,0.0,0.0,Consumer credit,-915,7200.81,375.0,375.0,0.0,375,0.0,0.0,116851.635,0.0,inf,,0.0,inf
263762,6376271,Closed,currency 1,-1448,0,-1267.0,-973.0,,0,74736.0,,,0.0,Consumer credit,-970,7200.81,181.0,475.0,294.0,478,297.0,3.0,,,,,,
263762,6376265,Closed,currency 1,-1487,0,-1137.0,-1085.0,,0,52528.5,0.0,0.0,0.0,Consumer credit,-1083,7200.81,350.0,402.0,52.0,404,54.0,2.0,52528.5,0.0,inf,,0.0,inf
263762,6376272,Closed,currency 1,-1501,0,-1137.0,-973.0,,0,52528.5,,,0.0,Consumer credit,-970,7200.81,364.0,528.0,164.0,531,167.0,3.0,,,,,,
263762,6376262,Closed,currency 1,-1510,0,-932.0,-959.0,0.0,0,113369.58,0.0,0.0,0.0,Consumer credit,-959,7200.81,578.0,551.0,-27.0,551,-27.0,0.0,113369.58,0.0,inf,,0.0,inf
263762,6376263,Closed,currency 1,-1510,0,-932.0,-959.0,0.0,0,16988.4,0.0,0.0,0.0,Consumer credit,-959,7200.81,578.0,551.0,-27.0,551,-27.0,0.0,16988.4,0.0,inf,,0.0,inf
263762,6376273,Closed,currency 1,-1573,0,-915.0,-915.0,1897.695,0,153409.095,0.0,0.0,0.0,Consumer credit,-915,7200.81,658.0,658.0,0.0,658,0.0,0.0,153409.095,0.0,inf,,0.0,inf
263762,6376266,Closed,currency 1,-1697,0,-1516.0,-1546.0,,0,21069.0,0.0,0.0,0.0,Consumer credit,-1538,7200.81,181.0,151.0,-30.0,159,-22.0,8.0,21069.0,0.0,inf,,0.0,inf
263762,6376270,Closed,currency 1,-1901,0,-1575.0,-1575.0,,0,29979.0,,,0.0,Credit card,-1575,7200.81,326.0,326.0,0.0,326,0.0,0.0,,,,,,
263762,6376264,Closed,currency 1,-1935,0,-839.0,-1007.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-84,7200.81,1096.0,928.0,-168.0,1851,755.0,923.0,135000.0,0.0,inf,,0.0,inf
263762,6376261,Closed,currency 1,-2118,0,-1722.0,-1751.0,3420.0,0,30953.52,0.0,0.0,0.0,Consumer credit,-1751,7200.81,396.0,367.0,-29.0,367,-29.0,0.0,30953.52,0.0,inf,,0.0,inf
263762,6376269,Closed,currency 1,-2469,0,-1771.0,-1771.0,,0,27396.0,,,0.0,Credit card,-1771,7200.81,698.0,698.0,0.0,698,0.0,0.0,,,,,,
268197,6506262,Active,currency 1,-130,0,27537.0,,0.0,0,22500.0,0.0,22500.0,0.0,Credit card,-38,,27667.0,,,92,-27575.0,,22500.0,0.0,1.0,0.0,22500.0,1.0
268197,6506261,Active,currency 1,-510,0,598.0,,,0,234000.0,241497.0,0.0,0.0,Credit card,-33,,1108.0,,,477,-631.0,,-7497.0,1.0320384615384615,-inf,inf,241497.0,0.9689561361010696
272976,5237149,Active,currency 1,-36,0,1062.0,,,0,283500.0,283500.0,0.0,0.0,Consumer credit,-24,3028.5,1098.0,,,12,-1086.0,,0.0,1.0,,inf,283500.0,1.0
272976,5237150,Active,currency 1,-282,0,1545.0,,,0,197406.0,182578.5,,0.0,Consumer credit,-8,6273.0,1827.0,,,274,-1553.0,,14827.5,0.9248883012674387,,,,
274375,5899435,Active,currency 1,-245,0,1582.0,,0.0,0,2540980.26,2350474.11,0.0,0.0,Car loan,-5,,1827.0,,,240,-1587.0,,190506.1499999999,0.9250265131929832,inf,inf,2350474.11,1.0810500950380602
274375,5899434,Active,currency 1,-641,0,1178.0,,,0,1350000.0,1110798.0,0.0,0.0,Consumer credit,-6,,1819.0,,,635,-1184.0,,239202.0,0.8228133333333333,inf,inf,1110798.0,1.2153424835118536
275465,6078776,Closed,currency 1,-36,0,,-33.0,,0,13500.0,0.0,,0.0,Consumer credit,-33,,,3.0,,3,,0.0,13500.0,0.0,,,,
275465,6078778,Closed,currency 1,-398,0,-125.0,-125.0,3290.445,0,47160.0,0.0,0.0,0.0,Consumer credit,-121,0.0,273.0,273.0,0.0,277,4.0,4.0,47160.0,0.0,inf,,0.0,inf
275465,6078777,Closed,currency 1,-539,0,-235.0,-235.0,5793.57,0,50882.94,0.0,0.0,0.0,Consumer credit,-233,0.0,304.0,304.0,0.0,306,2.0,2.0,50882.94,0.0,inf,,0.0,inf
275894,5474221,Closed,currency 1,-191,0,-7.0,-69.0,0.0,0,101610.0,0.0,0.0,0.0,Consumer credit,-67,,184.0,122.0,-62.0,124,-60.0,2.0,101610.0,0.0,inf,,0.0,inf
275894,5474220,Closed,currency 1,-252,0,,-33.0,0.0,0,37418.355,0.0,0.0,0.0,Credit card,-29,,,219.0,,223,,4.0,37418.355,0.0,inf,,0.0,inf
275894,5474219,Active,currency 1,-370,0,1456.0,,0.0,0,1514250.0,,,0.0,Consumer credit,-31,0.0,1826.0,,,339,-1487.0,,,,,,,
275894,5474218,Closed,currency 1,-450,0,1376.0,-364.0,0.0,0,1494000.0,,,0.0,Consumer credit,-364,,1826.0,86.0,-1740.0,86,-1740.0,0.0,,,,,,
275894,5474217,Closed,currency 1,-494,0,1332.0,-446.0,0.0,0,1350000.0,,,0.0,Consumer credit,-446,31986.0,1826.0,48.0,-1778.0,48,-1778.0,0.0,,,,,,
275894,5513011,Closed,currency 1,-600,0,497.0,-518.0,0.0,0,270000.0,,,0.0,Consumer credit,-518,,1097.0,82.0,-1015.0,82,-1015.0,0.0,,,,,,
275894,5513008,Closed,currency 1,-652,0,-468.0,-589.0,,0,98420.4,0.0,,0.0,Consumer credit,-570,,184.0,63.0,-121.0,82,-102.0,19.0,98420.4,0.0,,,,
275894,5513009,Closed,currency 1,-764,0,-739.0,-739.0,,0,38349.0,0.0,,0.0,Consumer credit,-736,31986.0,25.0,25.0,0.0,28,3.0,3.0,38349.0,0.0,,,,
275894,5474216,Closed,currency 1,-1001,0,94.0,-766.0,0.0,0,1215000.0,,,0.0,Consumer credit,-766,,1095.0,235.0,-860.0,235,-860.0,0.0,,,,,,
275894,5474213,Active,currency 1,-1005,0,5569.0,,,0,4500000.0,2629624.5,0.0,0.0,Mortgage,-14,,6574.0,,,991,-5583.0,,1870375.5,0.584361,inf,inf,2629624.5,1.7112709438172637
275894,5513010,Closed,currency 1,-1197,0,630.0,-1004.0,0.0,0,1012500.0,,,0.0,Consumer credit,-1004,0.0,1827.0,193.0,-1634.0,193,-1634.0,0.0,,,,,,
275894,5474215,Closed,currency 1,-1432,0,-1067.0,-1311.0,,0,90954.0,0.0,0.0,0.0,Consumer credit,-1311,,365.0,121.0,-244.0,121,-244.0,0.0,90954.0,0.0,inf,,0.0,inf
275894,5474214,Closed,currency 1,-1570,0,-1175.0,-1175.0,,0,193590.0,0.0,0.0,0.0,Consumer credit,-750,,395.0,395.0,0.0,820,425.0,425.0,193590.0,0.0,inf,,0.0,inf
277789,5500929,Active,currency 1,-165,0,566.0,,,0,233100.0,191628.0,0.0,0.0,Consumer credit,-7,0.0,731.0,,,158,-573.0,,41472.0,0.8220849420849421,inf,inf,191628.0,1.2164193124178095
277789,5500927,Closed,currency 1,-557,0,-253.0,-281.0,,0,38205.0,0.0,0.0,0.0,Consumer credit,-280,0.0,304.0,276.0,-28.0,277,-27.0,1.0,38205.0,0.0,inf,,0.0,inf
277789,5500926,Closed,currency 1,-916,0,-582.0,-641.0,,0,126517.68,0.0,,0.0,Consumer credit,-640,0.0,334.0,275.0,-59.0,276,-58.0,1.0,126517.68,0.0,,,,
277789,5500928,Closed,currency 1,-1558,0,-1379.0,-1379.0,,0,26658.0,0.0,0.0,0.0,Consumer credit,-1374,,179.0,179.0,0.0,184,5.0,5.0,26658.0,0.0,inf,,0.0,inf
277789,5500930,Closed,currency 1,-1561,0,-1379.0,-1026.0,,0,26658.0,,,0.0,Consumer credit,-1023,0.0,182.0,535.0,353.0,538,356.0,3.0,,,,,,
284289,5796459,Active,currency 1,-11,0,19.0,,,0,22500.0,12069.0,0.0,0.0,Consumer credit,-2,0.0,30.0,,,9,-21.0,,10431.0,0.5364,inf,inf,12069.0,1.8642803877703207
284289,5796463,Active,currency 1,-196,0,1630.0,,,0,454500.0,427527.0,0.0,0.0,Consumer credit,-7,12424.5,1826.0,,,189,-1637.0,,26973.0,0.9406534653465346,inf,inf,427527.0,1.0630907521630213
284289,5796460,Active,currency 1,-407,0,706.0,,,0,135000.0,129870.0,0.0,0.0,Credit card,-158,,1113.0,,,249,-864.0,,5130.0,0.962,inf,inf,129870.0,1.0395010395010396
284289,5796461,Active,currency 1,-492,0,1334.0,,,0,180000.0,145314.0,0.0,0.0,Consumer credit,-2,4428.0,1826.0,,,490,-1336.0,,34686.0,0.8073,inf,inf,145314.0,1.2386968908708038
