SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,app_AMT_INCOME_TOTAL,app_AMT_CREDIT,app_AMT_ANNUITY,app_AMT_GOODS_PRICE,credit-dby-income,AMT_CREDIT_SUM_DEBT-dby-income,AMT_CREDIT_SUM_LIMIT-dby-income,AMT_CREDIT_SUM_OVERDUE-dby-income,credit-dby-annuity,AMT_CREDIT_SUM_DEBT-dby-annuity,AMT_CREDIT_SUM_LIMIT-dby-annuity,AMT_CREDIT_SUM_OVERDUE-dby-annuity,DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM-dby-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT
199045,5584016,Closed,currency 1,-2160,0,-1976.0,-1976.0,6271.515,0,40072.5,0.0,0.0,0.0,Consumer credit,-1968,,157500.0,180000.0,9000.0,180000.0,0.25442857142857145,0.0,0.0,0.0,4.4525,0.0,0.0,0.0,184.0,184.0,0.0,192,8.0,8.0,40072.5,0.0,inf,,0.0,inf
199232,5755008,Closed,currency 1,-978,0,-918.0,-859.0,,0,25785.0,,,0.0,Consumer credit,-856,,202500.0,1071000.0,34677.0,1071000.0,0.12733333333333333,,,0.0,0.7435764339475733,,,0.0,60.0,119.0,59.0,122,62.0,3.0,,,,,,
199232,5755009,Closed,currency 1,-1572,0,-838.0,-929.0,0.0,0,244440.0,0.0,0.0,0.0,Consumer credit,-929,,202500.0,1071000.0,34677.0,1071000.0,1.207111111111111,0.0,0.0,0.0,7.049052686218531,0.0,0.0,0.0,734.0,643.0,-91.0,643,-91.0,0.0,244440.0,0.0,inf,,0.0,inf
199232,5755006,Closed,currency 1,-1888,0,-1144.0,-983.0,,0,72000.0,,,0.0,Credit card,-982,,202500.0,1071000.0,34677.0,1071000.0,0.35555555555555557,,,0.0,2.076304178562159,,,0.0,744.0,905.0,161.0,906,162.0,1.0,,,,,,
199232,5755007,Closed,currency 1,-2272,0,-1951.0,-978.0,,0,49725.0,,,0.0,Consumer credit,-975,,202500.0,1071000.0,34677.0,1071000.0,0.24555555555555555,,,0.0,1.4339475733194913,,,0.0,321.0,1294.0,973.0,1297,976.0,3.0,,,,,,
204472,5090578,Closed,currency 1,-542,0,-174.0,-174.0,,0,61668.0,0.0,0.0,0.0,Consumer credit,-149,0.0,157500.0,290353.5,18684.0,220500.0,0.39154285714285714,0.0,0.0,0.0,3.300578034682081,0.0,0.0,0.0,368.0,368.0,0.0,393,25.0,25.0,61668.0,0.0,inf,,0.0,inf
204472,6240856,Active,currency 1,-1174,0,1019.0,,10885.32,1,135000.0,0.0,135000.0,0.0,Credit card,-77,,157500.0,290353.5,18684.0,220500.0,0.8571428571428571,0.0,0.8571428571428571,0.0,7.22543352601156,0.0,7.22543352601156,0.0,2193.0,,,1097,-1096.0,,135000.0,0.0,1.0,0.0,135000.0,1.0
204472,5939416,Closed,currency 1,-1331,0,-1171.0,-1171.0,,0,95134.5,,,0.0,Consumer credit,-1171,0.0,157500.0,290353.5,18684.0,220500.0,0.6040285714285715,,,0.0,5.091763005780347,,,0.0,160.0,160.0,0.0,160,0.0,0.0,,,,,,
204472,5939415,Closed,currency 1,-2336,0,-2124.0,-2148.0,,0,33941.25,0.0,,0.0,Consumer credit,-865,41400.0,157500.0,290353.5,18684.0,220500.0,0.2155,0.0,,0.0,1.8165944123314066,0.0,,0.0,212.0,188.0,-24.0,1471,1259.0,1283.0,33941.25,0.0,,,,
204484,6573238,Closed,currency 1,-830,0,-465.0,-465.0,0.0,0,130500.0,0.0,0.0,0.0,Consumer credit,-462,,195750.0,813195.0,43456.5,702000.0,0.6666666666666666,0.0,0.0,0.0,3.003003003003003,0.0,0.0,0.0,365.0,365.0,0.0,368,3.0,3.0,130500.0,0.0,inf,,0.0,inf
204484,6573237,Closed,currency 1,-1865,0,-1743.0,-1743.0,,0,127890.0,0.0,0.0,0.0,Consumer credit,-1527,,195750.0,813195.0,43456.5,702000.0,0.6533333333333333,0.0,0.0,0.0,2.942942942942943,0.0,0.0,0.0,122.0,122.0,0.0,338,216.0,216.0,127890.0,0.0,inf,,0.0,inf
204627,6502329,Active,currency 1,-598,0,1227.0,,0.0,0,540000.0,0.0,0.0,0.0,Credit card,-517,,238500.0,807984.0,29151.0,697500.0,2.2641509433962264,0.0,0.0,0.0,18.524235875270143,0.0,0.0,0.0,1825.0,,,81,-1744.0,,540000.0,0.0,inf,,0.0,inf
204627,6502328,Active,currency 1,-1490,0,1347.0,,0.0,0,135000.0,505962.765,20537.235,0.0,Credit card,-462,,238500.0,807984.0,29151.0,697500.0,0.5660377358490566,2.121437169811321,0.08611,0.0,4.631058968817536,17.35661778326644,0.7045121951219513,0.0,2837.0,,,1028,-1809.0,,-370962.765,3.7478723333333335,-18.06293617422209,24.636362441195224,526500.0,0.2564102564102564
204627,6502333,Closed,currency 1,-1775,0,-679.0,-679.0,,0,649071.0,0.0,0.0,0.0,Consumer credit,-664,,238500.0,807984.0,29151.0,697500.0,2.7214716981132074,0.0,0.0,0.0,22.265822784810126,0.0,0.0,0.0,1096.0,1096.0,0.0,1111,15.0,15.0,649071.0,0.0,inf,,0.0,inf
204627,6502332,Closed,currency 1,-2043,0,-1678.0,-1675.0,,0,86850.0,0.0,0.0,0.0,Consumer credit,-1515,,238500.0,807984.0,29151.0,697500.0,0.3641509433962264,0.0,0.0,0.0,2.979314603272615,0.0,0.0,0.0,365.0,368.0,3.0,528,163.0,160.0,86850.0,0.0,inf,,0.0,inf
204627,6502327,Closed,currency 1,-2275,0,-2061.0,-2088.0,28215.0,0,150989.76,0.0,0.0,0.0,Consumer credit,-2088,,238500.0,807984.0,29151.0,697500.0,0.6330807547169812,0.0,0.0,0.0,5.179573942574869,0.0,0.0,0.0,214.0,187.0,-27.0,187,-27.0,0.0,150989.76,0.0,inf,,0.0,inf
204627,6502337,Closed,currency 1,-2336,0,,-541.0,2112.75,0,72000.0,0.0,0.0,0.0,Credit card,-540,,238500.0,807984.0,29151.0,697500.0,0.3018867924528302,0.0,0.0,0.0,2.469898116702686,0.0,0.0,0.0,,1795.0,,1796,,1.0,72000.0,0.0,inf,,0.0,inf
204627,6502331,Closed,currency 1,-2435,0,-608.0,-616.0,,0,810000.0,0.0,0.0,0.0,Car loan,-553,,238500.0,807984.0,29151.0,697500.0,3.3962264150943398,0.0,0.0,0.0,27.78635381290522,0.0,0.0,0.0,1827.0,1819.0,-8.0,1882,55.0,63.0,810000.0,0.0,inf,,0.0,inf
204627,6502335,Closed,currency 1,-2459,0,-2093.0,-2092.0,,0,32805.0,0.0,,0.0,Consumer credit,-1093,,238500.0,807984.0,29151.0,697500.0,0.13754716981132076,0.0,,0.0,1.1253473294226612,0.0,,0.0,366.0,367.0,1.0,1366,1000.0,999.0,32805.0,0.0,,,,
204627,6502330,Closed,currency 1,-2460,0,-2093.0,-2091.0,,0,32805.0,0.0,0.0,0.0,Consumer credit,-817,,238500.0,807984.0,29151.0,697500.0,0.13754716981132076,0.0,0.0,0.0,1.1253473294226612,0.0,0.0,0.0,367.0,369.0,2.0,1643,1276.0,1274.0,32805.0,0.0,inf,,0.0,inf
204627,6502334,Closed,currency 1,-2477,0,-1018.0,-1775.0,,0,765000.0,0.0,,0.0,Consumer credit,-1769,,238500.0,807984.0,29151.0,697500.0,3.207547169811321,0.0,,0.0,26.24266748996604,0.0,,0.0,1459.0,702.0,-757.0,708,-751.0,6.0,765000.0,0.0,,,,
204627,6502336,Closed,currency 1,-2600,0,-2233.0,-2232.0,0.0,0,54247.5,,,0.0,Consumer credit,-2231,,238500.0,807984.0,29151.0,697500.0,0.22745283018867923,,,0.0,1.86091386230318,,,0.0,367.0,368.0,1.0,369,2.0,1.0,,,,,,
206795,6768395,Active,currency 1,-207,0,339.0,,0.0,0,720805.5,510048.63,0.0,0.0,Consumer credit,-4,,112500.0,545040.0,25407.0,450000.0,6.40716,4.5337656,0.0,0.0,28.370350690754517,20.075122210414452,0.0,0.0,546.0,,,203,-343.0,,210756.87,0.7076092371659206,inf,inf,510048.63,1.4132093639777055
206795,6768394,Closed,currency 1,-284,0,20.0,-133.0,0.0,0,27000.0,0.0,0.0,0.0,Consumer credit,-133,,112500.0,545040.0,25407.0,450000.0,0.24,0.0,0.0,0.0,1.0626992561105206,0.0,0.0,0.0,304.0,151.0,-153.0,151,-153.0,0.0,27000.0,0.0,inf,,0.0,inf
206795,6768393,Closed,currency 1,-743,0,-438.0,-557.0,0.0,0,58455.0,0.0,0.0,0.0,Consumer credit,-554,,112500.0,545040.0,25407.0,450000.0,0.5196,0.0,0.0,0.0,2.3007438894792775,0.0,0.0,0.0,305.0,186.0,-119.0,189,-116.0,3.0,58455.0,0.0,inf,,0.0,inf
206795,6768392,Closed,currency 1,-799,0,-494.0,-554.0,0.0,0,62280.0,0.0,0.0,0.0,Consumer credit,-554,,112500.0,545040.0,25407.0,450000.0,0.5536,0.0,0.0,0.0,2.451292950761601,0.0,0.0,0.0,305.0,245.0,-60.0,245,-60.0,0.0,62280.0,0.0,inf,,0.0,inf
206795,6768390,Closed,currency 1,-919,0,-738.0,-669.0,,0,33525.0,,,0.0,Consumer credit,-666,,112500.0,545040.0,25407.0,450000.0,0.298,,,0.0,1.3195182430038965,,,0.0,181.0,250.0,69.0,253,72.0,3.0,,,,,,
206795,6768384,Closed,currency 1,-1016,0,-711.0,-795.0,,0,37107.0,0.0,0.0,0.0,Consumer credit,-795,,112500.0,545040.0,25407.0,450000.0,0.32984,0.0,0.0,0.0,1.4605030109812256,0.0,0.0,0.0,305.0,221.0,-84.0,221,-84.0,0.0,37107.0,0.0,inf,,0.0,inf
206795,6768387,Active,currency 1,-1131,0,-53.0,,,0,225000.0,223897.5,0.0,0.0,Credit card,-60,,112500.0,545040.0,25407.0,450000.0,2.0,1.9902,0.0,0.0,8.855827134254339,8.812433581296492,0.0,0.0,1078.0,,,1071,-7.0,,1102.5,0.9951,inf,inf,223897.5,1.0049241282283188
206795,6768389,Closed,currency 1,-1152,0,-973.0,-914.0,,0,67963.5,,,0.0,Consumer credit,-911,,112500.0,545040.0,25407.0,450000.0,0.60412,,,0.0,2.6749911441728655,,,0.0,179.0,238.0,59.0,241,62.0,3.0,,,,,,
206795,6768385,Closed,currency 1,-1171,0,290.0,-135.0,,0,733500.0,0.0,0.0,0.0,Consumer credit,-128,,112500.0,545040.0,25407.0,450000.0,6.52,0.0,0.0,0.0,28.869996457669146,0.0,0.0,0.0,1461.0,1036.0,-425.0,1043,-418.0,7.0,733500.0,0.0,inf,,0.0,inf
206795,6768388,Closed,currency 1,-1423,0,-1299.0,-1298.0,,0,24750.0,0.0,,0.0,Consumer credit,-1062,,112500.0,545040.0,25407.0,450000.0,0.22,0.0,,0.0,0.9741409847679773,0.0,,0.0,124.0,125.0,1.0,361,237.0,236.0,24750.0,0.0,,,,
206795,6768391,Closed,currency 1,-1445,0,-1088.0,-1180.0,2988.0,0,42295.5,0.0,0.0,0.0,Consumer credit,-1180,,112500.0,545040.0,25407.0,450000.0,0.37596,0.0,0.0,0.0,1.6647183846971307,0.0,0.0,0.0,357.0,265.0,-92.0,265,-92.0,0.0,42295.5,0.0,inf,,0.0,inf
206795,6768386,Closed,currency 1,-1639,0,-1550.0,-1550.0,,0,9063.0,0.0,0.0,0.0,Consumer credit,-1486,,112500.0,545040.0,25407.0,450000.0,0.08056,0.0,0.0,0.0,0.3567127169677648,0.0,0.0,0.0,89.0,89.0,0.0,153,64.0,64.0,9063.0,0.0,inf,,0.0,inf
207991,5876274,Active,currency 1,-136,0,8683.0,,,0,7076250.0,7104550.5,0.0,0.0,Mortgage,-7,,292500.0,900000.0,38133.0,900000.0,24.192307692307693,24.28906153846154,0.0,0.0,185.56761859806466,186.30977106443237,0.0,0.0,8819.0,,,129,-8690.0,,-28300.5,1.0039993640699523,-inf,inf,7104550.5,0.9960165671283496
207991,5876273,Active,currency 1,-136,0,1684.0,,,0,1422000.0,1360930.5,0.0,0.0,Consumer credit,-10,0.0,292500.0,900000.0,38133.0,900000.0,4.861538461538461,4.652753846153846,0.0,0.0,37.29053575643144,35.68904885532216,0.0,0.0,1820.0,,,126,-1694.0,,61069.5,0.9570537974683544,inf,inf,1360930.5,1.0448733421728735
207991,5876278,Closed,currency 1,-432,0,-37.0,-159.0,0.0,0,167175.0,0.0,0.0,0.0,Consumer credit,-159,0.0,292500.0,900000.0,38133.0,900000.0,0.5715384615384616,0.0,0.0,0.0,4.383998111871607,0.0,0.0,0.0,395.0,273.0,-122.0,273,-122.0,0.0,167175.0,0.0,inf,,0.0,inf
207991,5876271,Closed,currency 1,-844,0,280.0,-148.0,,0,346500.0,0.0,0.0,0.0,Credit card,-147,75037.5,292500.0,900000.0,38133.0,900000.0,1.1846153846153846,0.0,0.0,0.0,9.086617890016521,0.0,0.0,0.0,1124.0,696.0,-428.0,697,-427.0,1.0,346500.0,0.0,inf,,0.0,inf
207991,5876272,Closed,currency 1,-1339,0,479.0,-136.0,,0,1575000.0,0.0,0.0,0.0,Consumer credit,-133,0.0,292500.0,900000.0,38133.0,900000.0,5.384615384615385,0.0,0.0,0.0,41.302808590984185,0.0,0.0,0.0,1818.0,1203.0,-615.0,1206,-612.0,3.0,1575000.0,0.0,inf,,0.0,inf
207991,5876277,Closed,currency 1,-1960,0,-1632.0,-1632.0,,0,155169.0,,,0.0,Consumer credit,-1632,0.0,292500.0,900000.0,38133.0,900000.0,0.5304923076923077,,,0.0,4.069152702383762,,,0.0,328.0,328.0,0.0,328,0.0,0.0,,,,,,
207991,5876275,Sold,currency 1,-2285,0,-1919.0,,,0,89082.0,,,0.0,Credit card,-2121,0.0,292500.0,900000.0,38133.0,900000.0,0.3045538461538462,,,0.0,2.3360868539060657,,,0.0,366.0,,,164,-202.0,,,,,,,
207991,5876276,Closed,currency 1,-2285,0,-1969.0,-1969.0,,0,89082.0,,,0.0,Consumer credit,-1969,35262.0,292500.0,900000.0,38133.0,900000.0,0.3045538461538462,,,0.0,2.3360868539060657,,,0.0,316.0,316.0,0.0,316,0.0,0.0,,,,,,
210055,5698656,Active,currency 1,-40,0,,,0.0,0,90000.0,38461.5,51538.5,0.0,Credit card,-25,,135000.0,695439.0,22563.0,580500.0,0.6666666666666666,0.2849,0.38176666666666664,0.0,3.9888312724371757,1.7046270442760272,2.284204228161149,0.0,,,,15,,,51538.5,0.42735,1.0,0.7462673535318257,90000.0,1.0
210055,5698655,Active,currency 1,-286,0,445.0,,0.0,0,198000.0,139401.0,0.0,0.0,Consumer credit,-25,,135000.0,695439.0,22563.0,580500.0,1.4666666666666666,1.0326,0.0,0.0,8.775428799361787,6.178300757877942,0.0,0.0,731.0,,,261,-470.0,,58599.0,0.7040454545454545,inf,inf,139401.0,1.4203628381431983
210055,5698650,Closed,currency 1,-376,0,-11.0,-282.0,,0,69286.5,0.0,0.0,0.0,Consumer credit,-128,,135000.0,695439.0,22563.0,580500.0,0.5132333333333333,0.0,0.0,0.0,3.07080175508576,0.0,0.0,0.0,365.0,94.0,-271.0,248,-117.0,154.0,69286.5,0.0,inf,,0.0,inf
210055,5698654,Closed,currency 1,-709,0,-465.0,-465.0,0.0,0,39186.315,0.0,0.0,0.0,Consumer credit,-459,,135000.0,695439.0,22563.0,580500.0,0.290269,0.0,0.0,0.0,1.7367510969286,0.0,0.0,0.0,244.0,244.0,0.0,250,6.0,6.0,39186.315,0.0,inf,,0.0,inf
210055,5698653,Closed,currency 1,-776,0,-45.0,-45.0,0.0,0,55329.03,0.0,0.0,0.0,Consumer credit,-45,,135000.0,695439.0,22563.0,580500.0,0.40984466666666663,0.0,0.0,0.0,2.452201834862385,0.0,0.0,0.0,731.0,731.0,0.0,731,0.0,0.0,55329.03,0.0,inf,,0.0,inf
210055,5698651,Closed,currency 1,-836,0,-568.0,-568.0,,0,95674.5,0.0,0.0,0.0,Consumer credit,-553,,135000.0,695439.0,22563.0,580500.0,0.7087,0.0,0.0,0.0,4.24032708416434,0.0,0.0,0.0,268.0,268.0,0.0,283,15.0,15.0,95674.5,0.0,inf,,0.0,inf
210055,5698652,Closed,currency 1,-839,0,-568.0,-540.0,,0,95674.5,,,0.0,Consumer credit,-534,,135000.0,695439.0,22563.0,580500.0,0.7087,,,0.0,4.24032708416434,,,0.0,271.0,299.0,28.0,305,34.0,6.0,,,,,,
212653,6592774,Active,currency 1,-276,0,91.0,,0.0,0,269032.5,98824.5,0.0,0.0,Consumer credit,-28,,112500.0,526491.0,29529.0,454500.0,2.3914,0.87844,0.0,0.0,9.110789393477598,3.3466930813776288,0.0,0.0,367.0,,,248,-119.0,,170208.0,0.3673329430459145,inf,inf,98824.5,2.7223259414416465
212653,6592771,Closed,currency 1,-991,0,-630.0,-844.0,,0,26082.0,0.0,,0.0,Consumer credit,-388,,112500.0,526491.0,29529.0,454500.0,0.23184,0.0,,0.0,0.8832672965559281,0.0,,0.0,361.0,147.0,-214.0,603,242.0,456.0,26082.0,0.0,,,,
212653,6592773,Closed,currency 1,-1211,0,-1028.0,-1028.0,,0,25758.0,0.0,,0.0,Consumer credit,-918,,112500.0,526491.0,29529.0,454500.0,0.22896,0.0,,0.0,0.8722950320024383,0.0,,0.0,183.0,183.0,0.0,293,110.0,110.0,25758.0,0.0,,,,
212653,6592772,Closed,currency 1,-1212,0,-1027.0,-1027.0,,0,25758.0,0.0,0.0,0.0,Consumer credit,-794,,112500.0,526491.0,29529.0,454500.0,0.22896,0.0,0.0,0.0,0.8722950320024383,0.0,0.0,0.0,185.0,185.0,0.0,418,233.0,233.0,25758.0,0.0,inf,,0.0,inf
214456,6476089,Active,currency 1,-52,0,1044.0,,,0,169407.0,169407.0,0.0,0.0,Consumer credit,-49,,180000.0,131922.0,7285.5,94500.0,0.94115,0.94115,0.0,0.0,23.252625077208155,23.252625077208155,0.0,0.0,1096.0,,,3,-1093.0,,0.0,1.0,,inf,169407.0,1.0
214456,6476088,Active,currency 1,-52,0,315.0,,,0,56254.5,56254.5,0.0,0.0,Consumer credit,-49,,180000.0,131922.0,7285.5,94500.0,0.312525,0.312525,0.0,0.0,7.721432983323039,7.721432983323039,0.0,0.0,367.0,,,3,-364.0,,0.0,1.0,,inf,56254.5,1.0
214456,6476095,Active,currency 1,-88,0,,,,0,135000.0,,,0.0,Credit card,-37,,180000.0,131922.0,7285.5,94500.0,0.75,,,0.0,18.529956763434217,,,0.0,,,,51,,,,,,,,
214456,6476094,Active,currency 1,-479,0,10360.0,,,0,589500.0,,,0.0,Credit card,-42,,180000.0,131922.0,7285.5,94500.0,3.275,,,0.0,80.91414453366275,,,0.0,10839.0,,,437,-10402.0,,,,,,,
214456,6476096,Active,currency 1,-504,0,228.0,,,0,88785.0,35887.5,,0.0,Consumer credit,-33,,180000.0,131922.0,7285.5,94500.0,0.49325,0.199375,,0.0,12.186534898085238,4.925880172946263,,0.0,732.0,,,471,-261.0,,52897.5,0.4042067916877851,,,,
214456,6476093,Active,currency 1,-598,0,10360.0,,,0,33750.0,,,0.0,Credit card,-49,,180000.0,131922.0,7285.5,94500.0,0.1875,,,0.0,4.632489190858554,,,0.0,10958.0,,,549,-10409.0,,,,,,,
214456,6476087,Closed,currency 1,-2014,0,-918.0,-924.0,,0,585000.0,0.0,0.0,0.0,Consumer credit,-624,,180000.0,131922.0,7285.5,94500.0,3.25,0.0,0.0,0.0,80.29647930821494,0.0,0.0,0.0,1096.0,1090.0,-6.0,1390,294.0,300.0,585000.0,0.0,inf,,0.0,inf
214456,6476091,Sold,currency 1,-2075,0,-1347.0,,,0,220716.0,,,0.0,Credit card,-2016,,180000.0,131922.0,7285.5,94500.0,1.2262,,,0.0,30.295243977764052,,,0.0,728.0,,,59,-669.0,,,,,,,
214456,6476092,Closed,currency 1,-2075,0,-740.0,-740.0,,0,220716.0,0.0,,0.0,Consumer credit,-740,,180000.0,131922.0,7285.5,94500.0,1.2262,0.0,,0.0,30.295243977764052,0.0,,0.0,1335.0,1335.0,0.0,1335,0.0,0.0,220716.0,0.0,,,,
219189,5027012,Active,currency 1,-49,0,682.0,,,0,131805.0,,,0.0,Consumer credit,-16,,135000.0,225000.0,15790.5,225000.0,0.9763333333333334,,,0.0,8.347107438016529,,,0.0,731.0,,,33,-698.0,,,,,,,
219189,5027015,Closed,currency 1,-116,0,-86.0,-90.0,0.0,0,27000.0,0.0,0.0,0.0,Consumer credit,-33,,135000.0,225000.0,15790.5,225000.0,0.2,0.0,0.0,0.0,1.7098888572242805,0.0,0.0,0.0,30.0,26.0,-4.0,83,53.0,57.0,27000.0,0.0,inf,,0.0,inf
219189,5027014,Closed,currency 1,-146,0,-116.0,-116.0,0.0,0,22500.0,0.0,0.0,0.0,Consumer credit,-33,,135000.0,225000.0,15790.5,225000.0,0.16666666666666666,0.0,0.0,0.0,1.4249073810202337,0.0,0.0,0.0,30.0,30.0,0.0,113,83.0,83.0,22500.0,0.0,inf,,0.0,inf
219189,5027008,Active,currency 1,-213,0,333.0,,,0,112050.0,83515.5,0.0,0.0,Consumer credit,-15,,135000.0,225000.0,15790.5,225000.0,0.83,0.6186333333333334,0.0,0.0,7.0960387574807635,5.2889712168709035,0.0,0.0,546.0,,,198,-348.0,,28534.5,0.7453413654618474,inf,inf,83515.5,1.3416671156851123
219189,5027013,Closed,currency 1,-602,0,-55.0,-55.0,0.0,0,86746.5,0.0,0.0,0.0,Consumer credit,-50,,135000.0,225000.0,15790.5,225000.0,0.6425666666666666,0.0,0.0,0.0,5.493587916785409,0.0,0.0,0.0,547.0,547.0,0.0,552,5.0,5.0,86746.5,0.0,inf,,0.0,inf
219189,5027010,Active,currency 1,-627,0,834.0,,,0,900000.0,628069.5,0.0,0.0,Consumer credit,-27,,135000.0,225000.0,15790.5,225000.0,6.666666666666667,4.6523666666666665,0.0,0.0,56.996295240809346,39.775149615275005,0.0,0.0,1461.0,,,600,-861.0,,271930.5,0.697855,inf,inf,628069.5,1.4329624348897694
219189,5027005,Closed,currency 1,-655,0,1170.0,-570.0,0.0,0,135000.0,-450.0,45450.0,0.0,Credit card,-570,,135000.0,225000.0,15790.5,225000.0,1.0,-0.0033333333333333335,0.33666666666666667,0.0,8.549444286121402,-0.028498147620404674,2.878312909660872,0.0,1825.0,85.0,-1740.0,85,-1740.0,0.0,135450.0,-0.0033333333333333335,2.98019801980198,-0.009900990099009901,45000.0,3.0
219189,5027002,Active,currency 1,-664,0,1017.0,,0.0,0,0.0,-49.365,49.365,0.0,Credit card,-604,,135000.0,225000.0,15790.5,225000.0,0.0,-0.0003656666666666667,0.0003656666666666667,0.0,0.0,-0.003126246793958393,0.003126246793958393,0.0,1681.0,,,60,-1621.0,,49.365,-inf,1.0,-1.0,0.0,
219189,5027004,Active,currency 1,-664,0,462.0,,0.0,0,671253.84,30780.0,0.0,0.0,Consumer credit,-603,,135000.0,225000.0,15790.5,225000.0,4.972250666666667,0.228,0.0,0.0,42.509980051296665,1.9492732972356797,0.0,0.0,1126.0,,,61,-1065.0,,640473.84,0.04585448628494997,inf,inf,30780.0,21.808116959064325
219189,5027003,Active,currency 1,-664,0,1017.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-604,,135000.0,225000.0,15790.5,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,,,60,-1621.0,,0.0,,,,0.0,
219189,5027009,Active,currency 1,-805,0,293.0,,,0,315000.0,312682.5,0.0,0.0,Credit card,-19,,135000.0,225000.0,15790.5,225000.0,2.3333333333333335,2.3161666666666667,0.0,0.0,19.948703334283273,19.801937874038188,0.0,0.0,1098.0,,,786,-312.0,,2317.5,0.9926428571428572,inf,inf,312682.5,1.007411671583795
219189,5027011,Closed,currency 1,-918,0,-826.0,-826.0,,0,17703.0,0.0,,0.0,Consumer credit,-813,,135000.0,225000.0,15790.5,225000.0,0.13113333333333332,0.0,,0.0,1.1211171273867198,0.0,,0.0,92.0,92.0,0.0,105,13.0,13.0,17703.0,0.0,,,,
219189,5027006,Closed,currency 1,-1188,0,-638.0,-273.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-249,,135000.0,225000.0,15790.5,225000.0,1.6666666666666667,0.0,0.0,0.0,14.249073810202336,0.0,0.0,0.0,550.0,915.0,365.0,939,389.0,24.0,225000.0,0.0,inf,,0.0,inf
219189,5027007,Closed,currency 1,-1540,0,-992.0,-1251.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-638,,135000.0,225000.0,15790.5,225000.0,1.3333333333333333,0.0,0.0,0.0,11.39925904816187,0.0,0.0,0.0,548.0,289.0,-259.0,902,354.0,613.0,180000.0,0.0,inf,,0.0,inf
220674,6164922,Active,currency 1,-151,0,591.0,,,0,58500.0,58513.5,0.0,0.0,Credit card,-10,,135000.0,765000.0,27103.5,765000.0,0.43333333333333335,0.43343333333333334,0.0,0.0,2.158392827494604,2.1588909181471028,0.0,0.0,742.0,,,141,-601.0,,-13.5,1.0002307692307693,-inf,inf,58513.5,0.999769284011382
220674,6164928,Active,currency 1,-151,0,27462.0,,0.0,0,22500.0,22492.35,7.65,0.0,Credit card,-9,,135000.0,765000.0,27103.5,765000.0,0.16666666666666666,0.16660999999999998,5.666666666666667e-05,0.0,0.8301510874979247,0.8298688361281753,0.0002822513697492944,0.0,27613.0,,,142,-27471.0,,7.650000000001455,0.9996599999999999,1.00000000000019,2940.176470588235,22500.0,1.0
220674,6164927,Active,currency 1,-211,0,1250.0,,0.0,0,767250.0,709924.5,0.0,0.0,Consumer credit,-26,,135000.0,765000.0,27103.5,765000.0,5.683333333333334,5.2587,0.0,0.0,28.30815208367923,26.193093142952016,0.0,0.0,1461.0,,,185,-1276.0,,57325.5,0.9252844574780059,inf,inf,709924.5,1.0807487275055305
220674,6164926,Closed,currency 1,-380,0,-15.0,-261.0,0.0,0,198225.0,0.0,0.0,0.0,Consumer credit,-261,,135000.0,765000.0,27103.5,765000.0,1.4683333333333333,0.0,0.0,0.0,7.313631080856716,0.0,0.0,0.0,365.0,119.0,-246.0,119,-246.0,0.0,198225.0,0.0,inf,,0.0,inf
220674,6164923,Closed,currency 1,-599,0,-235.0,-380.0,,0,148500.0,0.0,,0.0,Consumer credit,-380,,135000.0,765000.0,27103.5,765000.0,1.1,0.0,,0.0,5.478997177486303,0.0,,0.0,364.0,219.0,-145.0,219,-145.0,0.0,148500.0,0.0,,,,
